Group,site,species,intercept,slope,Persistence,Mean,Median
Invertebrates,ukbutterfliesM,Argynnis.paphia,0.01575674,-1.028024649,0.45,6.633333333,0
Invertebrates,ukbutterfliesM,Aricia.agestis,0.006315019,-4.498256141,0.1,0.683333333,0
Invertebrates,ukbutterfliesM,Boloria.euphrosyne,0.005586745,-1.736566298,0.183333333,0.95,0
Invertebrates,ukbutterfliesM,Boloria.selene,NA,NA,0.033333333,0.05,0
Invertebrates,ukbutterfliesM,Callophrys.rubi,0.014539387,-0.101506061,0.433333333,6.55,0
Invertebrates,ukbutterfliesM,Celastrina.argiolus,0.011108926,-1.038399613,0.266666667,3.7,0
Invertebrates,ukbutterfliesM,Coenonympha.pamphilus,0.004627883,-0.09030056,0.65,38.41666667,6.5
Invertebrates,ukbutterfliesM,Gonepteryx.rhamni,0.020430685,-0.421113573,0.8,21.25,15
Invertebrates,ukbutterfliesM,Hipparchia.semele,0.103673976,0.42659141,0.333333333,20.63333333,0
Invertebrates,ukbutterfliesM,Inachis.io,0.02750744,-0.211607135,0.8,31.01666667,21
Invertebrates,ukbutterfliesM,Ladoga.camilla,0.010408377,-0.232618443,0.566666667,11.08333333,2
Invertebrates,ukbutterfliesM,Lasiommata.megera,0.005544214,-0.442710399,0.616666667,6.616666667,1.5
Invertebrates,ukbutterfliesM,Leptidea.sinapsis,3.47E-07,-0.051766489,0.15,4.066666667,0
Invertebrates,ukbutterfliesM,Lycaena.phlaeas,0.004079014,-0.498273361,0.433333333,3.616666667,0
Invertebrates,ukbutterfliesM,Maniola.jurtina,0.175317305,-0.069104263,0.95,245.6333333,143
Invertebrates,ukbutterfliesM,Melanargia.galathea,0.003612414,-0.887195606,0.3,2.366666667,0
Invertebrates,ukbutterfliesM,Mesoacidalia.aglaja,NA,NA,0.033333333,0.05,0
Invertebrates,ukbutterfliesM,Ochlodes.venata,0.03967564,-0.481322559,0.65,27.13333333,11
Invertebrates,ukbutterfliesM,Pararge.aegeria,0.04580526,-0.137810503,0.966666667,111.25,95
Invertebrates,ukbutterfliesM,Pieris.brassicae,0.02923578,-0.306343777,0.8,24.2,18.5
Invertebrates,ukbutterfliesM,Pieris.napi,0.019960343,-0.502703567,0.8,21.5,7.5
Invertebrates,ukbutterfliesM,Pieris.rapae,0.015034813,-0.511639951,0.616666667,15.41666667,6.5
Invertebrates,ukbutterfliesM,Polygonia.c.album,0.003776566,-0.86007022,0.466666667,2.433333333,0
Invertebrates,ukbutterfliesM,Polyommatus.icarus,0.011871097,-1.005862754,0.616666667,18.78333333,3
Invertebrates,ukbutterfliesM,Pyronia.tithonus,0.17380379,-0.24257935,0.933333333,160.0833333,97
Invertebrates,ukbutterfliesM,Quercusia.quercus,0.003059582,-1.37235842,0.283333333,1.4,0
Invertebrates,ukbutterfliesM,Thymelicus.sylvestris,0.035350116,-0.372093204,0.8,54.08333333,25
Invertebrates,ukbutterfliesM,Vanessa.atalanta,0.008145236,-0.498608635,0.466666667,4.933333333,0
Invertebrates,ukbutterfliesM,Vanessa.cardui,0.002977716,-1.580248785,0.183333333,0.95,0
Invertebrates,ukbutterfliesW,Aglais.urticae,0.217443912,-0.316788886,0.529411765,90.20895522,5
Invertebrates,ukbutterfliesW,Anthocaris.cardamines,0.035597171,-0.738401001,0.338235294,13.67164179,0
Invertebrates,ukbutterfliesW,Aphantopus.hyperantus,0.001517842,-7.392286329,0.073529412,0.23880597,0
Invertebrates,ukbutterfliesW,Boloria.selene,0.22493534,-1.773931175,0.117647059,6.119402985,0
Invertebrates,ukbutterfliesW,Celastrina.argiolus,0.00247762,-1.717369741,0.102941177,0.582089552,0
Invertebrates,ukbutterfliesW,Coenonympha.pamphilus,0.128619322,-0.630643211,0.338235294,24.82089552,0
Invertebrates,ukbutterfliesW,Gonepteryx.rhamni,0.144906706,-0.093811439,0.382352941,24.64179104,0
Invertebrates,ukbutterfliesW,Hipparchia.semele,0.008881444,-0.824443025,0.147058824,1.776119403,0
Invertebrates,ukbutterfliesW,Inachis.io,0.127167807,-0.340977124,0.544117647,71.76119403,11
Invertebrates,ukbutterfliesW,Lasiommata.megera,0.072200248,-0.227203707,0.264705882,37.6119403,0
Invertebrates,ukbutterfliesW,Lycaena.phlaeas,0.114606044,-0.154993394,0.382352941,19.79104478,0
Invertebrates,ukbutterfliesW,Maniola.jurtina,0.172751267,-0.164194437,0.661764706,161.4477612,47
Invertebrates,ukbutterfliesW,Ochlodes.venata,0.01438671,-1.429093082,0.132352941,2.746268657,0
Invertebrates,ukbutterfliesW,Papilio.machaon,0.063144147,-0.66578627,0.132352941,3.402985075,0
Invertebrates,ukbutterfliesW,Pararge.aegeria,0.042031609,-0.745560523,0.132352941,6.940298508,0
Invertebrates,ukbutterfliesW,Pieris.brassicae,0.053273768,-0.268035329,0.647058824,68.20895522,15
Invertebrates,ukbutterfliesW,Pieris.napi,0.111225209,-0.193819841,0.529411765,156.9253731,5
Invertebrates,ukbutterfliesW,Pieris.rapae,0.076734307,-0.547968787,0.367647059,22.07462687,0
Invertebrates,ukbutterfliesW,Polygonia.c.album,0.005070625,-1.006829446,0.117647059,0.955223881,0
Invertebrates,ukbutterfliesW,Polyommatus.icarus,0.023611134,-0.554068157,0.470588235,11.91044776,0
Invertebrates,ukbutterfliesW,Pyronia.tithonus,0.182669745,-0.451718344,0.279411765,61.7761194,0
Invertebrates,ukbutterfliesW,Satyrium.w.album,NA,NA,0.044117647,0.910447761,0
Invertebrates,ukbutterfliesW,Thymelicus.sylvestris,0.025206727,-0.38709425,0.5,15.52238806,2
Invertebrates,ukbutterfliesW,Vanessa.atalanta,0.014548911,-0.623533669,0.5,12.85074627,1
Invertebrates,ukbutterfliesW,Vanessa.cardui,0.008584238,-1.366683843,0.161764706,2.895522388,0
Mammals,alberta,Badger,0.01545549,-0.252454222,1,1907.095238,761
Mammals,alberta,Coyote,0.38252454,-0.411233804,1,17205.39683,14871
Mammals,alberta,Fisher,0.002410351,-0.093229761,0.80952381,559.6349206,90
Mammals,alberta,Arctic.fox,0.001607421,-0.469364146,0.904761905,66.53968254,39
Mammals,alberta,Red.fox,0.074524304,-0.225443122,0.984126984,6581.241935,2773
Mammals,alberta,Lynx,0.119338788,-0.054109443,0.984126984,4676.612903,2206
Mammals,alberta,Mink,0.092255689,0.039046207,1,13535.57143,8397
Mammals,albertaB,Badger,0.018761767,-0.251943028,1,19070.95238,7610
Mammals,albertaB,Coyote,0.636725595,-0.537342053,1,239155.0159,206706.9
Mammals,albertaB,Fisher,0.001037356,-0.09822829,0.80952381,1958.722222,315
Mammals,albertaB,Arctic.fox,0.000622264,-0.397831656,0.904761905,212.9269841,124.8
Mammals,albertaB,Red.fox,0.074255057,-0.178610013,0.984126984,53308.05968,22461.3
Mammals,albertaB,Lynx,0.295370564,-0.018326033,0.984126984,44427.82258,20957
Mammals,albertaB,Mink,0.005196962,0.024604546,1,11031.49071,6843.555
Mammals,manitoba,Badger,0.004570019,-0.144563364,1,462.1111111,281
Mammals,manitoba,Black.Bear,0.00692918,-0.070846545,1,277.7301587,193
Mammals,manitoba,Coyote,0.092702197,-0.114666156,0.603174603,4461,3198.5
Mammals,manitoba,Fisher,0.015750821,-0.215527833,1,646.1746032,460
Mammals,manitoba,Arctic.fox,0.008665044,-0.67168969,1,909.031746,483
Mammals,manitoba,Red.fox,0.128769156,-0.191385968,0.984126984,8909.112903,7299
Mammals,manitoba,Lynx,0.064563852,-0.123570332,0.984126984,2111.516129,1204.5
Mammals,manitoba,Mink,0.537315113,-0.06924985,1,27278.74603,19721
Mammals,newbrunswick,BlackBear,0.007683405,-0.346921414,0.73015873,157.9183673,51
Mammals,newbrunswick,Bobcat,0.13841116,-0.147792316,0.984126984,821.5483871,696.5
Mammals,newbrunswick,Fisher,0.007414863,-0.055723362,0.698412698,89.7962963,54.5
Mammals,newbrunswick,Redfox,0.359419865,-0.384677657,0.968253968,4177.16129,1784.5
Mammals,newbrunswick,Mink,0.363100412,-0.147972989,1,3065.539683,2262
Mammals,northwest,Black.Bear,0.002296449,-0.195543109,0.984126984,123.3225806,95.5
Mammals,northwest,Brown.Bear,0.000149507,-0.373569027,0.46031746,13.5862069,10
Mammals,northwest,Polar.Bear,0.001954719,-0.028679939,0.984126984,319.0806452,350.5
Mammals,northwest,Coyote,0.000921242,-0.413762183,0.777777778,51.89795918,25
Mammals,northwest,Fisher,0.000723469,-0.468952583,0.984126984,36.41269841,21
Mammals,northwest,Arctic.fox,0.676781096,-1.838769565,1,30480.26984,28550
Mammals,northwest,Red.fox,0.112955893,-0.291101341,0.984126984,3977.483871,2340
Mammals,northwest,Lynx,0.046503912,-0.472309751,0.984126984,2203.532258,1650.5
Mammals,northwest,Mink,0.121422413,-0.285910556,1,6659.539683,5466
Mammals,ontario,Black.Bear,0.064014236,-0.609998978,0.714285714,1454.511111,705
Mammals,ontario,Polar.Bear,0.000427651,-1.345472597,0.26984127,18.17647059,17
Mammals,ontario,Coyote,0.089756081,-0.195618391,0.174603175,2219.090909,2784
Mammals,ontario,Fisher,0.071323561,-0.48396829,1,2528.079365,2559
Mammals,ontario,Arctic.fox,0.002724844,-0.924835644,1,256.5396825,135
Mammals,ontario,Red.fox,0.547313953,-0.193009907,0.984126984,17224.59677,13854
Mammals,ontario,Lynx,0.047502296,-0.428465768,0.984126984,1829.677419,1439.5
Mammals,ontario,Mink,0.2919792,0.117428827,1,44934.04762,37628
Mammals,quebec,BlackBear,0.010108972,-0.447224873,1,596.2380952,356
Mammals,quebec,PolarBear,0.000877491,-0.275646882,0.968253968,28.14754098,28
Mammals,quebec,Bobcat,0.002746767,-0.352693762,0.73015873,109.2391304,82
Mammals,quebec,Fisher,0.022978762,-0.035354624,1,1314.920635,1244
Mammals,quebec,Arcticfox,0.085847337,-0.947767964,1,6614.47619,4644
Mammals,quebec,Redfox,0.246843269,-0.115857172,0.984126984,12715.06452,8729
Mammals,quebec,Lynx,0.039015913,-0.051538528,0.984126984,2284.548387,2091
Mammals,quebec,Mink,0.534660449,-0.085273926,1,19328.31746,17722
Mammals,saskatch,Badger,0.029744098,-0.221702157,0.984126984,2314.564516,1113.5
Mammals,saskatch,Black.Bear,0.003546163,-0.08361794,1,451.2539683,139
Mammals,saskatch,Bobcat,0.000243988,-0.336666787,0.825396825,14.03448276,7
Mammals,saskatch,Coyote,0.319561295,-0.115789691,1,13067.2381,12579
Mammals,saskatch,Fisher,0.008159991,-0.093533737,1,366.6507937,240
Mammals,saskatch,Arctic.fox,0.001018959,-0.862952375,0.984126984,134.2222222,42
Mammals,saskatch,Red.fox,0.178682979,-0.266095223,0.984126984,8633.903226,6828
Mammals,saskatch,Lynx,0.099190328,0.008399127,0.984126984,2311.354839,1195.5
Mammals,saskatch,Mink,0.259420332,-0.15272735,1,15044,13110
Mammals,yukon,Black.Bear,0.013991461,-0.459765266,0.825396825,71.73333333,37
Mammals,yukon,Coyote,0.017972428,-0.189215483,1,245.7619048,85
Mammals,yukon,Fisher,0.005329089,-0.278853272,0.698412698,18.33333333,13
Mammals,yukon,Arctic.fox,0.006688407,-0.682146829,0.857142857,114.4285714,32
Mammals,yukon,Red.fox,0.114496307,-0.314217891,0.984126984,843.3225806,467
Mammals,yukon,Lynx,0.391572975,-0.463208053,0.984126984,1367.370968,1049.5
Mammals,yukon,Mink,1.92724961,0.015412903,1,1401.365079,911
Mammals,curlew,Peromyscus.maniculatus,0.791254081,-2.18632323,1,23.89285714,20.4
Mammals,curlew,Reithrodontomys.megalotis,0.021935343,-1.360363154,0.714285714,0.564285714,0.15
Mammals,curlew,Perognathus.parvus,0.048696534,-0.165558494,1,2.542857143,1.5
Mammals,curlew,Dipodomys.ordii,0.082911858,-0.216214566,0.928571429,1.814285714,1.55
Mammals,curlew,Dipodomys.microps,0.047490629,0.714718939,0.785714286,0.8,0.8
Mammals,curlewPM,Reithrodontomys.megalotis,0.124812668,-0.994861798,0.714285714,0.564285714,0.15
Mammals,curlewPM,Perognathus.parvus,0.529247554,0.121561821,1,2.542857143,1.5
Mammals,curlewPM,Dipodomys.ordii,0.302817206,-0.743019674,0.928571429,1.814285714,1.55
Mammals,curlewPM,Dipodomys.microps,0.084111437,-0.195530964,0.785714286,0.8,0.8
Mammals,goldengate,Blesbok,0.121396017,0.258667972,0.461538462,300.3636364,75
Mammals,goldengate,BlackWildebeest,0.125584202,0.97812347,0.846153846,193.1818182,134
Mammals,goldengate,Eland,0.200290438,-0.772648676,0.846153846,181.9090909,148
Mammals,goldengate,GreyRhebok,0.084457223,-0.411336519,0.769230769,88.27272727,93
Mammals,goldengate,MountainReedbuck,0.153195952,-0.777350325,0.692307692,107.7272727,102
Mammals,goldengate,Oribi,0.011843639,-1.571358676,0.615384615,8.272727273,9
Mammals,goldengate,RedHartebeest,0.085218743,-0.734473114,0.692307692,143.1818182,66
Mammals,goldengate,Springbok,0.04933853,0.398087272,0.846153846,99.18181818,59
Mammals,goldengate,BurchellsZebra,0.10611165,1.172732287,0.846153846,173.2727273,110
Mammals,hilaire_rod,Peromyscus.maniculatus,0.000139171,-0.024205224,0.909090909,5.6075,4.75
Mammals,hilaire_rod,Napaeozapus.insignis,0.035816835,-1.458763828,0.818181818,0.385,0.2
Mammals,hilaire_rod,Tamias.striatus,0.166905348,-1.371556192,0.727272727,1.21,1
Mammals,INEEL,Peromyscus.maniculatus,0.89066287,-3.204037306,0.916666667,27.47272727,24.1
Mammals,INEEL,Perognathus.parvus,0.015767503,-0.693536887,0.916666667,0.536363636,0.5
Mammals,INEEL,Dipodomys.ordii,0.104393329,-0.882509081,0.916666667,3.109090909,2.4
Mammals,Jornadagrass,Chaetodipus.penicillatus,0.307290661,-0.528073775,0.461538462,5.358974359,0
Mammals,Jornadagrass,Dipodomys.merriami,NA,NA,0.205128205,0.230769231,0
Mammals,Jornadagrass,Dipodomys.ordii,0.517808016,0.314557776,1,50.84615385,44
Mammals,Jornadagrass,Dipodomys.spectabilis,0.08410491,0.172040983,0.923076923,6.538461539,6
Mammals,Jornadagrass,Peromyscus.leucopus,NA,NA,0.076923077,0.358974359,0
Mammals,Jornadagrass,Perognathus.flavus,0.043989348,-0.492527912,0.58974359,3.025641026,1
Mammals,Jornadashrub,Chaetodipus.penicillatus,0.087940842,-0.541252717,0.871794872,5.051282051,4
Mammals,Jornadashrub,Dipodomys.merriami,0.800648066,0.106280232,1,48.20512821,43
Mammals,Jornadashrub,Dipodomys.ordii,0.000389108,0.094315628,0.333333333,0.717948718,0
Mammals,Jornadashrub,Dipodomys.spectabilis,NA,NA,0.051282051,0.051282051,0
Mammals,Jornadashrub,Peromyscus.boylii,NA,NA,0.025641026,0.025641026,0
Mammals,Jornadashrub,Peromyscus.eremicus,NA,NA,0.076923077,0.153846154,0
Mammals,Jornadashrub,Peromyscus.leucopus,0.063455838,-1.315741654,0.692307692,3.871794872,2
Mammals,Jornadashrub,Peromyscus.maniculatus,NA,NA,0.076923077,0.128205128,0
Mammals,Jornadashrub,Peromyscus.spp,NA,NA,0.025641026,0.025641026,0
Mammals,Jornadashrub,Perognathus.flavus,0.053084065,-1.455553307,0.615384615,3.333333333,1
Mammals,Jornadashrub,Reithrodontomys.megalotus,0.032486887,-0.976402335,0.333333333,1.128205128,0
Mammals,karoo_ungulates,Buffalo,NA,NA,0.5,18.92307692,15
Mammals,karoo_ungulates,BurchellsZebra,NA,NA,0.1875,32.15384615,0
Mammals,karoo_ungulates,Duiker,0.004227731,-0.803148198,0.8125,42.23076923,24
Mammals,karoo_ungulates,Eland,0.042121621,-1.031773868,0.75,398.7692308,405
Mammals,karoo_ungulates,Gemsbok,0.083009873,0.300574018,0.8125,1447.846154,1356
Mammals,karoo_ungulates,GreyRhebok,0.028655734,-1.261713997,0.8125,269.0769231,288
Mammals,karoo_ungulates,Klipspringer,0.079995507,-0.843295584,0.8125,798.4615385,760
Mammals,karoo_ungulates,Kudu,0.011406987,0.069511899,0.8125,1126.384615,1131
Mammals,karoo_ungulates,MountainReedbuck,0.007073727,-0.505188162,0.8125,76,72
Mammals,karoo_ungulates,MountainZebra,0.099006771,-0.716696507,0.75,887.3076923,1020
Mammals,karoo_ungulates,RedHartebeest,0.118880183,-0.37710146,0.75,863.3846154,994
Mammals,karoo_ungulates,Springbok,0.106005752,-0.117062219,0.8125,3696.461538,4326
Mammals,karoo_ungulates,Steenbok,0.07679625,-0.062662846,0.8125,89.07692308,81
Mammals,karoo_ungulates,Zebra,0.002924017,-1.21026687,0.375,30.76923077,0
Mammals,Konza,Peromyscus.maniculatus,0.43252695,-0.320098548,0.803921569,3.386904762,2
Mammals,Konza,Reithrodontomys.megalotis,0.175704428,-0.899231096,0.62745098,1.93452381,0.583333334
Mammals,Konza,Peromyscus.leucopus,0.331588213,-0.145334638,0.549019608,1.759920635,0.375
Mammals,Konza,Microtus.ochrogaster,0.073120251,-1.56067526,0.450980392,0.498015873,0.166666667
Mammals,Konza,Reithrodontomys.montanus,NA,NA,0.019607843,0.011904762,0
Mammals,Konza,Perognathus.hispidus,NA,NA,0.019607843,0.005952381,0
Mammals,Konza,Zapus.hudsonius,NA,NA,0.039215686,0.015873016,0
Mammals,KrugerNP,BlueWildebeest,0.031424492,0.010820572,1,2959.28125,1212.5
Mammals,KrugerNP,Eland,0.005090793,-0.009154913,0.9375,162.171875,145.5
Mammals,KrugerNP,Giraffe,0.030999564,-0.058802217,1,1193.3125,731.5
Mammals,KrugerNP,Impala,0.626495781,-0.369478489,1,27232.6875,25655.5
Mammals,KrugerNP,Kudu,0.080412965,0.148143664,1,1916.84375,1702
Mammals,KrugerNP,Roan,0.000641633,-0.080461652,0.828125,68.15625,25
Mammals,KrugerNP,Sable,0.003019237,-0.024683556,1,442.71875,402
Mammals,KrugerNP,Tsessebe,0.000860775,-0.03336634,0.953125,211.265625,182.5
Mammals,KrugerNP,Warthog,0.005550265,-0.066475627,1,688.359375,556.5
Mammals,KrugerNP,Waterbuck,4.41E-05,-0.004937107,1,801.9375,675.5
Mammals,KrugerNP,Zebra,0.00824594,0.010907566,1,7084.09375,6769
Mammals,Ontario_rod,Peromyscus.maniculatus,0.681684825,-0.488014674,0.977272727,152.8174827,143.0463576
Mammals,Ontario_rod,Clethrionomys.gapperi,0.088596894,-0.504423921,0.977272727,23.73770779,18.36734694
Mammals,Ontario_rod,Tamias.striatus,0.1264328,-0.627894109,0.977272727,34.01728819,25
Mammals,Ontario_rod,Tamiasciurus.hudsonicus,0.015146885,-0.295177555,0.954545455,3.191058789,2.222222222
Mammals,Ontario_rod,Napaeozapus.insignis,0.01724185,-0.554597885,0.931818182,8.158859426,3.666666667
Mammals,Ontario_rod,Glaucomys.sabrinus,0.004182539,-0.954636989,0.727272727,0.759413534,0.666666667
Mammals,Portal,DM,0.242666679,-0.179036647,0.990909091,30.89545455,26
Mammals,Portal,DO,0.137374025,-0.451111719,0.731818182,13.02272727,7
Mammals,Portal,DS,1.78E-05,-0.029773419,0.118181818,0.8,0
Mammals,Portal,PB,0.163181033,-0.428818947,0.572727273,13.35454545,2
Mammals,Portal,PE,0.033385435,-0.665487404,0.340909091,1.345454546,0
Mammals,Portal,PF,0.062815792,-0.4457286,0.377272727,1.8,0
Mammals,Portal,PM,0.025609354,-0.971893742,0.218181818,0.754545455,0
Mammals,Portal,PP,0.224937078,-0.374850705,0.868181818,17.35909091,12
Mammals,Portal,RM,0.032166922,-0.612550189,0.454545455,1.654545455,0
Mammals,pdm_rodabund,Neozapus.insignis,0.048801122,-0.226477083,1,47.52380952,47
Mammals,pdm_rodabund,Peromyscus.leucopus,0.242746909,-0.286151173,1,320.952381,271
Mammals,pdm_rodabund,Peromyscus.maniculatus,0.609144226,-0.486180058,1,631.952381,483
Mammals,pdm_sqabund,Glaucomys.volans,0.162789202,-0.658734937,1,70.66666667,60
Mammals,pdm_sqabund,Tamias.striatus,0.974646637,-0.455618371,1,396.9047619,296
Mammals,5pgrass,chin,NA,NA,0.019607843,0.039215686,0
Mammals,5pgrass,dime,NA,NA,0.235294118,0.352941177,0
Mammals,5pgrass,dior,0.220993177,-0.580881296,0.862745098,8.215686275,6
Mammals,5pgrass,disp,0.442839156,-0.193857194,0.980392157,9.588235294,8
Mammals,5pgrass,pgfv,0.351385131,-1.444360774,1,19.19607843,10
Mammals,5pgrass,pmbo,NA,NA,0.058823529,0.098039216,0
Mammals,5pgrass,pmdi,NA,NA,0.019607843,0.039215686,0
Mammals,5pgrass,pmle,0.019607843,0.903753128,0.235294118,0.31372549,0
Mammals,5pgrass,pmtr,0.019270991,-1.069927034,0.31372549,0.411764706,0
Mammals,5pgrass,remg,NA,NA,0.156862745,0.274509804,0
Mammals,5pgrass,remn,NA,NA,0.176470588,0.549019608,0
Mammals,5plarrea,chin,NA,NA,0.117647059,0.274509804,0
Mammals,5plarrea,dime,0.633634583,-0.310151339,1,34.70588235,30
Mammals,5plarrea,dior,0.05713469,-0.316271485,0.31372549,0.529411765,0
Mammals,5plarrea,pgfv,0.164902388,-1.057866526,0.901960784,11.09803922,8
Mammals,5plarrea,pmbo,1.74E-10,0.048801771,0.215686275,0.509803922,0
Mammals,5plarrea,pmdi,NA,NA,0.039215686,0.039215686,0
Mammals,5plarrea,pmer,0.036030296,-0.587586444,0.470588235,2.392156863,0
Mammals,5plarrea,pmle,0.035445936,-1.126689549,0.37254902,0.784313726,0
Mammals,5plarrea,pmsp,NA,NA,0.117647059,0.117647059,0
Mammals,5plarrea,pmtr,0.006712534,1.261571559,0.215686275,0.862745098,0
Mammals,5plarrea,remg,NA,NA,0.31372549,0.568627451,0
Mammals,5plarrea,remn,NA,NA,0.058823529,0.098039216,0
Mammals,rslarrea,chin,NA,NA,0.078431373,0.078431373,0
Mammals,rslarrea,dime,0.649864945,-0.776497854,1,33.82352941,30
Mammals,rslarrea,dior,0.050009668,-0.965077171,0.568627451,2.117647059,1
Mammals,rslarrea,disp,0.073295842,-0.424624581,0.274509804,1.098039216,0
Mammals,rslarrea,pgfl,0.064810419,-0.467909147,0.529411765,1.294117647,1
Mammals,rslarrea,pgfv,0.111008237,-0.713486069,0.980392157,7.411764706,6
Mammals,rslarrea,pmbo,0.017772578,-0.503317117,0.215686275,0.450980392,0
Mammals,rslarrea,pmdi,NA,NA,0.039215686,0.058823529,0
Mammals,rslarrea,pmer,NA,NA,0.058823529,0.117647059,0
Mammals,rslarrea,pmle,0.076013349,-0.786584253,0.568627451,3.274509804,1
Mammals,rslarrea,pmma,NA,NA,0.078431373,0.078431373,0
Mammals,rslarrea,pmsp,NA,NA,0.058823529,0.078431373,0
Mammals,rslarrea,pmtr,0.093421979,-1.161717703,0.470588235,2.745098039,0
Mammals,rslarrea,remg,0.032987429,-1.464987434,0.470588235,1.490196078,0
Mammals,rslarrea,remn,0.02737487,-2.615270284,0.215686275,0.392156863,0
Mammals,shortgrass,Chaetodipus.hispidus,0.011221661,0.295481846,0.571428571,1.714285714,2
Mammals,shortgrass,Dipodomys.ordii,0.418106105,-0.351019736,1,75.14285714,56
Mammals,shortgrass,Microtus.ochrogaster,0.029719742,-3.914013167,0.428571429,2.714285714,0
Mammals,shortgrass,Peromyscus.maniculatus,0.602296782,-0.50013544,1,114.2857143,85
Mammals,shortgrass,Reithrodontomys.megalotis,0.069091334,-2.02050295,0.857142857,17.85714286,7
Plants,desertlab,amin,NA,NA,0.103448276,0.142857143,0
Plants,desertlab,asnu,NA,NA,0.068965517,0.142857143,0
Plants,desertlab,boin,2.04E-05,-0.079593134,0.413793103,0.714285714,0
Plants,desertlab,brru,0.01049759,-0.574353621,0.448275862,37.64285714,0
Plants,desertlab,cach,0.001215534,-1.706119717,0.137931035,2.214285714,0
Plants,desertlab,chbr,NA,NA,0.206896552,0.964285714,0
Plants,desertlab,chri,NA,NA,0.034482759,0.035714286,0
Plants,desertlab,chst,0.003650258,-1.393821746,0.310344828,3.071428571,0
Plants,desertlab,cran,0.003118913,-3.67203898,0.172413793,2.464285714,0
Plants,desertlab,crba,NA,NA,0.103448276,0.357142857,0
Plants,desertlab,crco,NA,NA,0.034482759,0.214285714,0
Plants,desertlab,crpt,0.003140695,-1.325993609,0.172413793,3.107142857,0
Plants,desertlab,dapu,0.010113897,-0.640982819,0.896551724,33.21428571,17.5
Plants,desertlab,depi,NA,NA,0.103448276,0.107142857,0
Plants,desertlab,drcu,0.003330185,-1.067725296,0.551724138,10.17857143,1.5
Plants,desertlab,erab,NA,NA,0.034482759,0.821428571,0
Plants,desertlab,erci,0.026039735,-0.336040494,0.965517241,81.5,48.5
Plants,desertlab,erde,NA,NA,0.034482759,1.392857143,0
Plants,desertlab,erdi,0.017784971,-0.465592468,0.586206897,25.28571429,3
Plants,desertlab,erla,0.029778789,-0.938753284,0.896551724,104.5,58
Plants,desertlab,erte,0.015266372,-0.048432627,0.965517241,15.82142857,13.5
Plants,desertlab,ertr,0.000104239,0.038410975,0.172413793,0.785714286,0
Plants,desertlab,eumi,0.007779721,-0.858831649,0.275862069,3.428571429,0
Plants,desertlab,evmu,0.033063668,-0.943188481,0.827586207,107.2142857,36
Plants,desertlab,fica,0.009064797,-1.473222186,0.103448276,6.321428571,0
Plants,desertlab,fide,NA,NA,0.068965517,7.178571429,0
Plants,desertlab,gist,NA,NA,0.034482759,0.035714286,0
Plants,desertlab,gula,NA,NA,0.034482759,0.035714286,0
Plants,desertlab,hapa,0.001912344,-1.347656329,0.379310345,2.178571429,0
Plants,desertlab,hehi,0.000969208,-1.592884989,0.103448276,0.821428571,0
Plants,desertlab,lare,0.003531143,-1.777116595,0.448275862,6.535714286,0
Plants,desertlab,lego,0.000755474,0.114721399,0.413793103,59.75,0
Plants,desertlab,lela,0.013245654,0.225547052,0.586206897,8.285714286,2
Plants,desertlab,libi,NA,NA,0.034482759,0.071428571,0
Plants,desertlab,lohu,0.001724859,-0.944951371,0.206896552,1.535714286,0
Plants,desertlab,losq,NA,NA,0.034482759,0.107142857,0
Plants,desertlab,loto,NA,NA,0.137931035,0.214285714,0
Plants,desertlab,mapa,NA,NA,0.068965517,0.071428571,0
Plants,desertlab,meal,NA,NA,0.034482759,0.035714286,0
Plants,desertlab,mobe,0.017507497,-0.613614689,0.827586207,55.32142857,38.5
Plants,desertlab,negl,NA,NA,0.068965517,0.535714286,0
Plants,desertlab,pehe,0.08855698,-0.927619281,0.620689655,251.7857143,55.5
Plants,desertlab,pepl,NA,NA,0.068965517,0.142857143,0
Plants,desertlab,pere,0.214031673,-0.393470387,0.965517241,611,346.5
Plants,desertlab,phcr,0.004085043,-0.261502448,0.482758621,36.53571429,0.5
Plants,desertlab,phdi,NA,NA,0.068965517,0.071428571,0
Plants,desertlab,plar,0.0003414,1.038434032,0.137931035,0.285714286,0
Plants,desertlab,plin,0.020113848,-0.292968408,0.896551724,135.7857143,25
Plants,desertlab,plpa,3.33E-18,-0.006167088,0.931034483,291.7857143,80
Plants,desertlab,scba,0.090157165,-0.647007107,0.931034483,262.3571429,163
Plants,desertlab,sian,0.000643915,-0.481492041,0.103448276,0.142857143,0
Plants,desertlab,siir,NA,NA,0.172413793,1.214285714,0
Plants,desertlab,spec,2.946877688,0.057655471,0.206896552,3.178571429,0
Plants,desertlab,stmi,0.014664362,-0.72852338,0.827586207,68.21428571,22.5
Plants,desertlab,vuoc,0.027246437,-0.444676022,0.551724138,44.10714286,3.5
Plants,desertlabshrub,amin,Inf,1.57E-16,0.285714286,0.777777778,0
Plants,desertlabshrub,asnu,0.001371283,-0.567820971,0.142857143,0.666666667,0
Plants,desertlabshrub,boin,0.035490245,-0.80622395,0.80952381,104.6111111,73.5
Plants,desertlabshrub,brru,0.066994571,-1.498272966,0.428571429,338.2222222,2.5
Plants,desertlabshrub,cach,NA,NA,0.095238095,3.333333333,0
Plants,desertlabshrub,chbr,NA,NA,0.190476191,1.277777778,0
