"V1","V2","V3","V4","V5","V6","V7","V8","V9"
0.521296923633286,0.071458963982145,NA,NA,NA,NA,NA,0,NA
-0.470003629245736,0.482851771723585,NA,NA,NA,NA,NA,1.09861228866811,NA
-0.356674943938732,-0.448950220047903,NA,NA,NA,NA,NA,0,0
0.0689928714869514,-1.6094379124341,NA,NA,NA,NA,NA,-1.09861228866811,0.693147180559945
0.550046336919272,NA,NA,NA,NA,NA,NA,-0.693147180559945,NA
-0.0392207131532813,NA,NA,NA,NA,0,NA,2.94443897916644,NA
-0.579818495252942,0.929535958624176,NA,0.405465108108164,NA,2.30258509299405,NA,-0.45953232937844,NA
0.133531392624523,0.521296923633286,NA,0,NA,-1.20397280432594,NA,0.510825623765991,1.38629436111989
0.117783035656383,-0.90078654533819,NA,-0.405465108108164,NA,NA,NA,-0.287682072451781,NA
0.0540672212702758,-0.485507815781701,NA,-0.405465108108164,NA,NA,NA,-0.405465108108164,NA
-0.111225635110224,0.22314355131421,NA,1.87180217690159,NA,NA,NA,1.38629436111989,NA
-0.635988766719997,-0.162518929497775,NA,0.0377403279828471,NA,NA,NA,-0.59783700075562,NA
0.200670695462151,0.63252255874351,NA,-0.0769610411361283,NA,NA,NA,0.572519192771331,NA
-1.70474809223843,0.247836163904581,NA,-0.385662480811985,NA,NA,NA,0.413975797776073,NA
0,-0.823200308808143,NA,0.34484048629173,-1.09861228866811,NA,NA,-0.522189382416306,NA
0,-0.182321556793955,NA,0.287682072451781,NA,NA,NA,0.273293334999681,NA
0,0.125163142954006,NA,-0.521296923633286,NA,NA,NA,-0.0909717782057268,NA
1.09861228866811,0.880358722648092,NA,1.64052849950413,1.6094379124341,NA,NA,-0.126751705639144,NA
1.04145387482816,0.534923175345051,NA,-1.08845991720409,-0.916290731874155,NA,0.287682072451781,-0.615185639090233,0.693147180559945
-1.44691898293633,-0.95265837604503,NA,-1.70474809223843,NA,NA,NA,-0.0512932943875506,-0.693147180559945
0.693147180559945,-1.68639895357023,NA,NA,NA,NA,NA,-0.641853886172395,NA
1.25276296849537,0.246860077931526,NA,NA,-1.50407739677627,NA,NA,-0.693147180559945,-1.50407739677627
0,-0.246860077931526,NA,NA,0.693147180559945,NA,NA,1.6094379124341,1.38629436111989
-0.847297860387204,0.148420005118273,NA,NA,0.916290731874155,NA,NA,0,-0.133531392624523
0.847297860387204,-1.42138568093116,NA,NA,-2.30258509299405,NA,NA,NA,-0.559615787935423
0.693147180559945,0.251314428280906,NA,NA,NA,NA,NA,NA,-1.38629436111989
0.762140052046897,0.105360515657826,NA,NA,NA,NA,NA,1.6094379124341,0
0.42744401482694,-0.916290731874155,NA,NA,NA,NA,0.693147180559945,-0.510825623765991,1.94591014905531
-0.693147180559945,1.65822807660353,NA,0.794929874869888,-1.04145387482816,NA,1.6094379124341,0.287682072451781,0.251314428280906
0.330241686870577,-0.847297860387204,0.287682072451781,-0.949080554697146,NA,NA,-2.30258509299405,-0.162518929497775,NA
-1.26851132546351,0,-0.133531392624523,-0.538996500732687,NA,NA,1.6094379124341,-0.348306694268216,NA
-0.810930216216329,-0.251314428280906,NA,1.92529086185258,0,NA,NA,0.773189888233482,-0.405465108108164
1.65822807660353,-0.847297860387204,NA,-1.09861228866811,1.6094379124341,NA,NA,-0.313657558855042,-0.693147180559945
-0.271933715483642,1.29928298413026,NA,0.988611393453781,0.470003629245736,NA,NA,0.313657558855042,0
-0.287682072451781,-2.39789527279837,NA,0.365934269351529,0.916290731874155,NA,NA,0.0377403279828471,1.09861228866811
-0.538996500732687,NA,NA,-0.516216472400867,-1.04982212449868,NA,NA,0,NA
0.693147180559945,NA,NA,0.414433778090925,0.356674943938732,NA,NA,0.315081046639895,NA
0.356674943938732,0.606135803570315,NA,-0.154150679827258,0.262364264467491,NA,0.405465108108164,-0.0273989741881144,0.693147180559945
0.262364264467491,-0.0953101798043249,NA,0.820146871321253,0.268263986594679,NA,1.29928298413026,-0.287682072451781,0.916290731874155
-0.0800427076735364,0.182321556793955,NA,-0.334639055539552,-0.75377180237638,NA,0.241162056816888,-0.251314428280906,-0.510825623765991
-2.07944154167984,-0.287682072451781,NA,-1.46633706879343,-0.470003629245736,NA,NA,0,-1.09861228866811
0.287682072451781,NA,NA,-2.19722457733622,NA,NA,NA,-0.646627164925052,NA
0.557345639400884,NA,0.510825623765991,NA,NA,NA,NA,NA,NA
-0.331032513325395,NA,NA,NA,NA,NA,NA,NA,NA
-0.58525821854876,0,NA,NA,NA,-0.693147180559945,NA,0.916290731874155,NA
-0.648695417989111,NA,NA,NA,NA,-0.405465108108164,NA,-0.510825623765991,NA
0.330241686870577,NA,NA,NA,NA,0.693147180559945,NA,NA,NA
0.523248143764548,NA,NA,NA,NA,0.559615787935423,NA,NA,NA
-0.0377403279828471,NA,NA,NA,NA,1.45528723260684,NA,-0.606135803570316,NA
0.352821374622742,NA,NA,NA,NA,-0.31015492830384,NA,-0.182321556793955,NA
-0.209720530982069,-0.405465108108164,NA,-0.693147180559945,NA,NA,NA,0.587786664902119,NA
-0.287682072451781,NA,NA,1.09861228866811,NA,NA,NA,0.105360515657826,NA
-0.548565951748838,NA,NA,2.6149597780362,NA,NA,NA,0.741937344729377,NA
0.109199291964992,NA,NA,-0.769133087537867,NA,NA,NA,-0.559615787935423,NA
-0.534082485930258,1.27296567581289,NA,0.489548225318706,NA,-0.318453731118535,NA,0.693147180559945,NA
-2.83321334405622,0.824175442966349,NA,0.0625203569813339,NA,-0.470003629245736,NA,0.348306694268216,NA
1.38629436111989,-0.710846757659346,NA,-2.80336038090653,NA,NA,NA,0.162518929497775,NA
NA,0.559615787935423,NA,0.405465108108164,NA,NA,NA,0.22314355131421,NA
NA,-0.756326082181477,NA,1.67397643357167,NA,0.559615787935423,NA,0.364643113587909,NA
-1.6094379124341,0.693147180559945,NA,0.838329190404443,NA,-0.847297860387204,NA,-0.0571584138399486,NA
1.38629436111989,0.405465108108164,NA,-1.30833281965018,NA,0.287682072451781,NA,-0.32768740706548,0.405465108108164
-0.693147180559945,-0.282862786015832,0.287682072451781,-0.693147180559945,NA,NA,NA,-0.490622916448471,NA
1.70474809223843,NA,NA,NA,NA,NA,NA,-0.22314355131421,NA
0.0857668217574251,0.8754687373539,NA,NA,NA,NA,NA,NA,-1.79175946922805
0.0533459807052927,-1.38629436111989,NA,NA,NA,NA,NA,NA,0.693147180559945
-0.97650959186721,1.54044504094715,NA,NA,NA,NA,NA,NA,NA
-0.322773392263051,-0.241162056816888,NA,NA,NA,0,NA,NA,NA
0,0.167054084663166,NA,NA,NA,NA,NA,NA,NA
0,0.143100843640673,NA,NA,NA,NA,NA,2.83321334405622,NA
-0.559615787935423,1.14209740060785,NA,NA,NA,2.07944154167984,NA,-0.481838086892738,NA
0.773189888233482,0.0618754037180875,NA,NA,NA,-0.287682072451781,NA,-0.0487901641694321,NA
-0.0800427076735364,-0.478035800943,NA,2.19722457733622,NA,NA,NA,-0.105360515657826,NA
-0.8754687373539,-0.298492988555997,NA,0.105360515657826,NA,NA,NA,-0.325422400434628,NA
-1.20397280432594,0.231801614057324,NA,0.993251773010283,NA,NA,NA,0.570544858467613,NA
0,-0.322773392263051,NA,0.0363676441708748,NA,NA,NA,0.502091943797236,NA
1.09861228866811,0.847297860387204,NA,0.0350913198112702,NA,NA,NA,-0.0266682470821613,NA
0.575364144903562,-0.847297860387204,NA,0.321583624127462,NA,NA,NA,-0.392042087776024,NA
-0.980829253011726,-0.336472236621213,NA,-0.693147180559945,NA,NA,NA,-0.22314355131421,NA
NA,1.16315080980568,NA,-0.798507696217772,NA,NA,NA,1.17865499634165,NA
NA,-0.344840486291729,NA,0.287682072451781,NA,NA,NA,-0.303186258987746,NA
0,0.162518929497775,NA,1.50407739677627,NA,NA,NA,0.13613217432458,NA
1.38629436111989,0.573800422927379,NA,-0.587786664902119,NA,1.09861228866811,1.38629436111989,-0.829279354884525,0
-1.79175946922805,-0.796943974241589,-1.38629436111989,-2.01490302054226,NA,-0.405465108108164,NA,-0.344840486291729,NA
1.25276296849537,-2.07944154167984,NA,NA,NA,NA,NA,-0.194156014440958,NA
0.405465108108164,0,NA,NA,NA,NA,NA,NA,NA
-0.0752234212375875,-2.56494935746154,NA,NA,NA,NA,NA,NA,NA
-0.267062785249045,NA,NA,NA,NA,NA,NA,NA,-1.25276296849537
-0.336472236621213,NA,NA,NA,NA,NA,NA,NA,NA
-0.610909082322973,NA,NA,NA,NA,NA,NA,NA,NA
1.02585293438568,2.484906649788,NA,NA,NA,NA,NA,NA,NA
-0.0190481949706945,-0.287682072451781,NA,NA,-1.38629436111989,1.38629436111989,NA,NA,NA
-0.0392207131532813,0.635988766719997,NA,NA,NA,-0.470003629245736,NA,0,NA
-0.2484613592985,-0.348306694268216,NA,NA,NA,-0.916290731874155,-2.39789527279837,0,NA
0.22825865198098,-0.8754687373539,NA,NA,NA,NA,NA,0.980829253011726,NA
-0.154150679827258,-0.916290731874155,NA,2.56494935746154,NA,NA,NA,1.09861228866811,NA
0.251314428280906,-0.693147180559945,NA,NA,NA,NA,NA,-0.613104472886409,NA
-0.0971637484536477,0,NA,NA,NA,NA,NA,0.990398704027877,NA
-0.130620182417064,0,NA,1.69167601067107,0.693147180559945,1.09861228866811,NA,-0.121360857004267,NA
0.0229895182246988,1.79175946922805,NA,-1.55814461804655,NA,NA,NA,-0.949080554697146,NA
-0.287682072451781,0.606135803570315,NA,-0.287682072451781,NA,NA,NA,0.606135803570315,NA
0.241162056816888,NA,NA,0,NA,NA,NA,0.572519192771331,NA
-0.479573080261886,NA,NA,2.30258509299405,NA,NA,NA,0.186585955580412,NA
0.268263986594679,2.30258509299405,NA,-1.04982212449868,NA,0,NA,-0.672093771362113,-0.22314355131421
-1.44691898293633,-0.31015492830384,NA,-2.35137525716348,NA,-1.38629436111989,NA,-0.613104472886409,NA
0.628608659422374,NA,NA,NA,NA,NA,NA,-0.955511445027436,NA
0.628608659422374,1.68639895357023,NA,NA,-1.79175946922805,NA,NA,NA,-2.63905732961526
-0.430782916092454,-0.993251773010283,NA,NA,0.693147180559945,NA,NA,NA,1.79175946922805
-0.262364264467491,-2.30258509299405,NA,NA,0.916290731874155,NA,NA,0.980829253011726,0.287682072451781
0.125163142954006,0,NA,NA,NA,NA,NA,-0.693147180559945,-1.38629436111989
0.137201121513485,NA,NA,NA,NA,NA,NA,NA,-0.693147180559945
0.343771539102825,NA,NA,NA,NA,NA,NA,NA,0
-0.871838969303321,2.99573227355399,NA,NA,NA,0.693147180559945,NA,0.336472236621213,1.79175946922805
0.36101334553733,0.182321556793955,NA,NA,NA,-0.405465108108164,0,0.451985123743057,-0.405465108108164
0.287682072451781,-0.613104472886409,NA,-0.405465108108164,NA,NA,NA,-0.200670695462151,NA
-0.526093095896779,0,NA,NA,NA,NA,NA,0.200670695462151,NA
