Year	Site	total	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	22	23	26	27	28	29	31	32	33	34	35	36	37
1977	Shackelton.Point	314.623	0	0	68.24333333	0	1.885	57.1475	6.33E-02	21.10183333	1.65	19.2045	17.4585	102.2006667	0	5.222166667	0	0	7.13E-02	1.597333333	18.7775	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1978	Shackelton.Point	128.98	0	0	1.4575	0	0	23.385	0.0475	21.89	22.53	18.355	4.815	24.9275	0	1.545	0	0	0	0.8225	9.205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1979	Shackelton.Point	222.4545	0	0	0.305833333	0	0	44.657	3.28	38.17116667	1.645	15.79183333	2.8595	91.10883333	0.006	4.6865	0	0	0.288	3.232	16.42283333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1980	Shackelton.Point	267.252	0	0	4.604	0	0	4.509	23.083	42.118	3.376	19.6795	0.8215	139.883	2.928	2.247	0	2.6605	0.04	2.815	18.4875	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	Shackelton.Point	326.508	0	0	40.31016667	0	4.473	38.801	8.489	20.24366667	3.404833333	32.34616667	5.988333333	139.4848333	0	4.793666667	0	0	0.098	2.465833333	25.6095	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	Shackelton.Point	340.2765	0	0	15.795	0	1.824	55.6205	63.946	0	1.915	46.973	0	77.4045	19.943	4.9215	0	17.169	0.02	11.485	13.233	10.027	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	Shackelton.Point	355.9315	0	0	7.7595	0	1.6905	42.0745	33.4475	21.0985	2.3375	117.594	0	60.0125	3.2275	0.7705	0	24.207	0.024	6.7075	32.6695	2.311	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	Shackelton.Point	428.671	0	0	32.343	0	0.6505	98.167	27.422	32.503	0.967	50.7075	2.715	136.2505	0.62	2.5055	0	5.258	0.085	10.5035	27.9735	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1985	Shackelton.Point	366.9673333	3.33E-02	0	13.84016667	0	1.293833333	37.06833333	51.05133333	4.7775	5.746833333	38.34983333	2.1015	99.95216667	36.7755	8.614833333	0	15.09766667	0.0685	24.28	27.1935	0.1725	0	0	0	0	0	0	0.29	0	0	0.13	0	0	0.13
1986	Shackelton.Point	316.7923333	0	0	15.9005	0	0	46.0955	57.19033333	41.7715	0	41.41416667	1.471666667	57.59566667	18.16616667	4.1035	0	5.563	0.0275	8.428333333	18.7545	0	0	0	0	0	0	0.29	0	0	0	0	0.02	0	0
1987	Shackelton.Point	240.6775	0	0	26.295	0	1.3875	21.2895	0.3675	51.595	0	36.038	0	41.6645	13.97	2.081	0	8.4125	0	7.34	30.237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1988	Shackelton.Point	526.9181667	0.066	0.765	47.18666667	0	1.0045	46.41366667	29.9675	31.565	9.0465	198.4965	14.83	31.1335	3.288833333	0.1475	0	49.133	0.075	20.72916667	42.65983333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41
1989	Shackelton.Point	237.6595	0	0.1	24.5055	0	1.2205	5.8885	12.8855	37.8985	0.0475	40.68	0.6405	29.3075	23.3775	2.276	0	11.3755	0.0475	12.3895	34.9495	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0
1990	Shackelton.Point	351.738	0.0525	0	76.772	0	1.2305	25.529	36.692	1.425	1.37	56.1785	1.53	48.401	23.166	5.117	0.7285	20.957	0.0475	19.169	33.3725	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	Shackelton.Point	424.4475	0	0	82.2615	0	0.7145	60.157	60.6715	0.895	1.669	59.0685	1.458	32.718	20.7375	2.069	0.3665	41.666	0.2585	13.102	46.635	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	Shackelton.Point	207.0925556	0	0	19.576	0	1.730833333	4.763111111	47.75894444	31.80316667	0	37.41766667	0.406666667	6.428888889	11.89738889	2.418777778	0.08	7.119388889	0.076	16.06888889	19.54683333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	Shackelton.Point	117.3333333	0.032	0	10.68833333	0	0	0	0.1815	18.7045	0	14.82583333	0.9625	50.98866667	1.988	12.982	0	0	0	0.5605	5.4195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	Shackelton.Point	192.0293333	12.61683333	0	2.235166667	1.856	0	0	14.17916667	32.39433333	0.105	4.337333333	0.5245	97.70583333	2.901	6.758	0	0.0525	0	3.751	12.61266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	Shackelton.Point	186.6425	6.711	0.129	4.396	0	0	22.8235	3.57	63.2635	0.116	6.7705	6.6845	9.9085	31.6875	1.0215	0	0.13	0	6.8645	22.2565	0	0	0	0	0	0	0.09	0	0	0.07	0	0.15	0	0
1996	Shackelton.Point	242.2001667	0.0525	0	2.1355	0	0.138	56.004	14.073	51.1995	0.072	42.3295	0	28.146	12.0545	1.5185	0	0	0	7.7005	25.665	0	0	0	0	0	1.111666667	0	0	0	0	0	0	0	0
1997	Shackelton.Point	237.695	0.01	0	5.0535	0	0	39.744	8.525	52.041	0	25.695	2.031	53.265	11.858	1.3435	0	0	0	13.5895	23.5145	0	0	0	0	0	0.505	0.36	0	0	0.16	0	0	0	0
1998	Shackelton.Point	218.5606667	0	0	3.4785	0	0.052	57.948	22.13283333	0.195	0.64	26.85283333	7.9745	9.392	44.64083333	2.357333333	0	8.766666667	0.1025	7.786833333	26.15083333	0	0	0	0	0	0.07	0	0	0	0	0	0.02	0	0
1999	Shackelton.Point	290.3878333	0.1075	0	4.906666667	0	0.5175	73.07216667	34.909	0.0525	0.7435	20.92866667	2.126	34.75083333	13.367	1.3335	0	1.1025	0	8.720166667	34.64783333	0	0	0	0.41	0	0	0.84	0	0	0.28	0	0	0.6225	56.95
2000	Shackelton.Point	266.4576667	0	0.074	57.69016667	0	0.4535	68.86266667	47.073	11.97716667	0	23.13916667	0.386	19.34216667	20.028	2.030333333	0	0.219166667	6.67E-02	2.833333333	6.048833333	0	0	0	6.1585	0	0	0	0	0	0	0	0.075	0	0
2001	Shackelton.Point	409.7451667	0.224	0	24.83583333	0	0.2575	143.899	39.02816667	24.3135	0	24.51083333	2.0225	35.18733333	22.959	5.240166667	0	0	0.11	22.5175	23.4365	0	25.15833333	0	15.065	0	0.83	0.09	0	0	0.06	0	0	0	0
2002	Shackelton.Point	313.6146667	3.899	0	13.4915	0	0.546	36.264	64.5575	3.3335	0	31.091	4.307	24.875	37.0595	1.267	0	7.8845	0	17.478	13.1445	0	28.7	0	10.595	0	0	12.16666667	0	0	0.035	0	2.41	0	0.51
2003	Shackelton.Point	364.992	3.4505	0	18.583	0	0	96.4605	61.0085	16.4955	0.5585	14.761	3.544	17.5	16.8405	3.288	0	48.9215	0.2325	13.8785	12.698	0	0	19.70833333	0	9.7865	1.11	6.166666667	0	0	0	0	0	0	0
2004	Shackelton.Point	361.313	1.53	0	9.737	0	0	112.6705	21.732	47.3165	0.345	42.6875	3.5555	28.13183333	38.21383333	10.4365	0	7.035	0	7.8975	12.16583333	0	9.046	0	4.5125	0	0.34	1.26	0	0	0	0	0	0	2.7
2005	Shackelton.Point	311.1735	2.145	0	6.8695	0	0.1955	6.3685	23.69683333	34.207	0.16	9.556333333	9.065	57.60566667	36.25533333	12.452	0	6.712333333	1.8605	33.008	25.67366667	0	20.4105	0	12.705	0	0	12.06683333	0	0	0.16	0	0	0	0
2006	Shackelton.Point	286.3338333	2.499	0	12.16133333	0	0.11	28.9035	51.152	0.56	0	45.2715	4.54	62.992	13.85333333	2.635	0	3.216833333	0	19.1085	16.36466667	0	14.2545	0	2.746	0	0	5.207166667	0	0	0.05	0	0	0.1025	0.606
1975	Three.Mile.Bay	-2735.015	0	0	76.6985	0	3.3805	48.102	0	49.8085	0.225	12.4915	8.5675	43.1565	0	0.02	0	0	0.2935	1.7675	17.474	0	0	0	0	0	0	0	0	-2997	0	0	0	0	0
1976	Three.Mile.Bay	-876.605	0	0	0.1	0	0	1.85	0	40.055	0	12.64	0.025	40.785	0	3.06	0	0	0	2.61	21.27	0	0	0	0	0	0	0	0	-999	0	0	0	0	0
1977	Three.Mile.Bay	-817.44	0	0	4.045	0.025	5.0875	55.625	0	11.26	0	12.1425	9.2525	48.965	0	3.8175	0	0	0.05	0.245	31.045	0	0	0	0	0	0	0	0	-999	0	0	0	0	0
1979	Three.Mile.Bay	234.051	0	0	0.62	0	0.008	54.674	8.565	44.742	2.2125	15.3115	3.841	79.1375	0	5.1175	0	0	0.1725	3.602	16.0475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1980	Three.Mile.Bay	181.0845	0	0	1.292	0	0	0.67	1.303	28.3045	2.63	21.6975	0.686	94.1765	2.0445	1.895	0	7.604	0.06	3.1825	15.539	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	Three.Mile.Bay	113.8765	0	0	17.427	0	0.778	16.842	3.232	6.404	0.662	10.5985	2.6825	38.9745	0	0.405	0	0	0.1325	0.261	15.4775	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	Three.Mile.Bay	315.869	0	0	15.341	0	4.6785	53.1805	44.522	0	3.8545	65.8705	0	54.6355	19.6315	0.41	0	27.2385	0.116	4.0695	16.4245	5.8965	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	Three.Mile.Bay	446.6055	0	0	12.5585	0	21.488	82.7595	34.0235	21.956	6.09	106.91	0	63.1935	2.9505	0.7945	0	62.802	0.125	4.8215	20.9165	5.2165	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	Three.Mile.Bay	522.911	0	0.028	32.27966667	0	3.4625	194.395	22.1395	34.78716667	1.375166667	58.49866667	4.3385	112.283	0.022	1.3605	0	7.173166667	0.028	8.364333333	42.37583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1985	Three.Mile.Bay	378.2943333	0.14	0.054	33.19483333	0	3.436	58.24716667	31.8845	3.343	9.587333333	23.36116667	1.571333333	81.79416667	24.29283333	5.819833333	0	43.98616667	0.184	23.57283333	32.48616667	0.264	0	0	0	0	0	0	0.185	0	0	0.2	0	0	0.69
1986	Three.Mile.Bay	232.3791667	0	0	6.644166667	0	0.075	76.4575	31.29333333	23.9125	0.166666667	21.53	1.114166667	37.9925	0.161666667	2.531666667	0	10.88916667	0.1	7.411666667	12.09916667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1987	Three.Mile.Bay	127.7785	0	0	22.3015	0	0.895	14.3255	0.1125	23.9965	0	12.4915	0.105	17.756	6.922	0.365	0	6.83	0	2.8785	18.7995	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1988	Three.Mile.Bay	587.088	0	0.5825	206.8655	0	2.1915	42.141	22.8835	28.7285	10.4445	90.587	9.998	38.5855	2.433	0.108	0	81.4415	0	15.176	34.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	Three.Mile.Bay	279.5363333	0	0.2225	28.42633333	0	1.674166667	3.2575	5.065833333	48.6525	1.5125	44.77833333	0.6325	41.76383333	33.29483333	4.292	0.2	12.645	0	13.16783333	39.95066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	Three.Mile.Bay	272.55	0	0.106666667	53.29133333	0	1.632666667	15.442	36.30466667	0.899333333	0.802	32.44533333	1.05	47.32866667	14.814	4.517333333	0.12	12.66933333	0	9.679333333	41.44733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	Three.Mile.Bay	279.9828333	0	0	28.48883333	0	0.675	45.58	43.3985	0.7875	0.860833333	32.1445	0.7175	30.78266667	19.218	2.203	0.472	24.02066667	0.23	9.072333333	41.1515	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0
1992	Three.Mile.Bay	109.3448333	0	0	5.233833333	0	0.669	2.746166667	42.81583333	11.689	0	12.77	0.322	5.6055	8.006166667	1.562833333	0.11	2.668166667	0	5.7615	9.384833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	Three.Mile.Bay	121.9121667	0	0	7.0845	0	0.02	0.025	0.11	28.47533333	0	15.18066667	0.607666667	38.1905	1.1045	23.06916667	0	0.018	0	0.555	7.471833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	Three.Mile.Bay	127.55	8.188333333	0	2.243333333	3.555	0	0	14.08083333	18.98583333	0	8.860833333	0.253333333	47.725	2.340833333	2.145833333	0	0.35	0	2.99	15.83083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	Three.Mile.Bay	212.4396667	9.6665	0.04	4.18	0	5.9425	48.8225	1.105	62.377	0	6.7605	5.63	4.8685	33.5155	0.3265	0	0.07	0	6.09	22.261	0.5275	0	0	0	0	0	0	0	0	0	0	0.256666667	0	0
1996	Three.Mile.Bay	191.49	0	0	1.810833333	0	0.225	41.8325	7.376666667	35.9525	0	42.58416667	0.6125	24.55833333	8.4675	0.2925	0	0.0675	0	6.070833333	21.63916667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	Three.Mile.Bay	250.7575	0.389	0	7.2735	0	0.5935	49.8155	7.827	45.256	0	22.1785	2.5375	64.125	15.3015	2.224	0	0.08	0	11.0905	20.796	0	0	0	0	0	0.71	0.36	0	0	0.2	0	0	0	0
1998	Three.Mile.Bay	288.9908333	0	0	10.20716667	0	1.19	79.88466667	29.952	0	2.036666667	25.132	9.068	32.0845	14.44133333	1.551	0	25.20033333	0	12.06716667	45.836	0	0	0	0	0	0	0	0	0	0.26	0	0.08	0	0
1999	Three.Mile.Bay	361.8526667	0.77	0	13.0005	0	7.177	188.4225	35.752	3.579	0	14.6785	5.3225	12.9665	26.97	0.8475	0	0.67	0.2	11.711	18.389	0	6.65	0	14.58666667	0	0	0	0	0	0	0	0	0.16	0
2000	Three.Mile.Bay	432.5891667	0.1125	0	92.18	0	0.725	174.9583333	32.00666667	12.45416667	0.475	36.36083333	0	27.1825	25.31083333	2.2175	0	0.165	0	1.889166667	7.3725	0	0	0	19.01916667	0	0	0	0	0	0.16	0	0	0	0
2001	Three.Mile.Bay	432.8888333	0	0.223333333	28.17633333	0	1.208666667	148.7628333	53.051	29.40133333	0	29.2605	2.735833333	29.12166667	8.6445	4.427666667	0	0	7.33E-02	20.67016667	26.62433333	0	37.6865	0	12.82083333	0	0	0	0	0	0	0	0	0	0
2002	Three.Mile.Bay	345.8326667	3.821666667	0.1665	19.79166667	0	1.5065	41.73083333	69.67733333	3.342	0	30.70483333	5.338333333	27.889	26.37733333	2.052	0	5.373666667	0	18.05516667	25.19016667	0	43.90483333	0	11.5675	0	0	9.343333333	0	0	0	0	0	0	0
2003	Three.Mile.Bay	372.73	4.6445	0.026	20.44116667	0	0.833333333	120.72	70.36616667	10.72533333	1.009166667	15.9415	6.939333333	9.657166667	17.3735	2.385666667	0	41.50833333	0	19.34783333	15.75433333	0	0	0	0	12.56666667	0.06	0	0	0	2.43	0	0	0	0
2004	Three.Mile.Bay	410.8225	0.656666667	0	13.31083333	0	0.813333333	184.3408333	6.846	31.33766667	0	41.04266667	2.603333333	48.36983333	20.45266667	6.6705	0	1.863333333	0.05	12.49216667	18.30916667	0	5.542666667	0	10.21416667	0	0.465	5.441666667	0	0	0	0	0	0	0
2005	Three.Mile.Bay	325.7545	5.461	0	14.1215	0	1.935	8.0105	34.8455	50.1315	0.148	10.4715	6.6445	42.7435	31.457	6.875	0	5.488	0	30.694	28.3175	0	16.74366667	0	18.73816667	0	0.29	12.22866667	0	0	0	0	0	0	0.41
2006	Three.Mile.Bay	328.6466667	0	0	34.51166667	0	0.830833333	45.364	44.531	0.6475	0	59.027	6.534833333	42.2795	6.470166667	1.7535	0	1.55	0	23.95633333	28.84566667	0	26.23566667	0	0.711666667	0	0	5.397333333	0	0	0	0	0	0	0
