Year	site	total	ALIN	ALLI1	AMAR1	AMCH	AMFI	APRA	ARAD	ARGL	ARHA	ARIS1	ARLO	ARNE	ARPA	ARPE	ARPU	ARPU1	ARTE	ARTE1	ARWR	ASCR	ASNU	ASSU	ASTE	ASTE1	ASTE2	ASTR1	BAAB	BABI	BAMU	BAPE	BOAR	BOCU	BOER	BOER1	BOSP	BOTO	BRAS1	CABA	CACH	CAJA	CAWR	CHCO	CHIN	CHST	COCO	CRAN	CRCR	CRMI	CRPO	CRPT	CRYP1	DAPU	DECO	DEPI	DEVI	DICA	DIWI	ERAB	ERAN	ERBE	ERCA	ERDI	ERDV	ERIG1	ERLE	ERPU	ERRO	ERTE	ERTR	ESME	EUAL	EUDE	EUGL	EUMI	EUPH1	EUSE	EUSR	EVNU	GAPI	GIFL	GILI1	GSDL1	HAGR	HEAN	HECI	HELI1	HEPE	HODR	HOGL	HYFL	HYOD	HYVE	IVAM	KALL1	KRAM1	LARE	LEER	LEFE	LEGO	LELA	LEPI1	LESQ1	LEVI	LIBI	LIVE	LONE	LUCO	MAFE	MAPI	MATA	MEAL	MELE	MENT1	MEPU	MILI	MOCE	MUAR	MUPO	NAHI	NYCT1	OEAL	OENO1	OEPR	PAHA	PENA	PEPA	PHAC1	PHCO	PHIN	PLPA	PSTA	RANE	SACY	SAHA	SAKA	SCAR	SCBR	SELE	SELO	SOEL	SPCC	SPHA1	SPIN	SPOR1	SPSU	SPVEG	STAR	STEP1	STEX	STPA	TAAN	TAAU	TALI1	TECO	TILA	TOAN	UKFO1	UKFO2	UKFO3	UKGR1	UKGS1	VEEN	VEWR	VUOC	XASA	XASP	XATE
1989	SUMM2	1082.665	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	870.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	SUMM2	461.237	0.342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071	0	0	0	0	0	438.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191	0	0	0	0	0	10.417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0	0	0	0	0	1.936	0	0	0	0	0.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	SUMM2	716.87	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706.254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064	0	0	0	0	0	0	0	0	0	0	0.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	SUMM2	589.385	0	0	0	0.685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513.077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.13	0	0	0	0	0.709	0	0	0	0	0	0	0	1.104	0	0	0	1.944	0	0	0	1.86	0	0	0	0	0	0	0	0	0	0	0	0	1.573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4	0	0	22.318	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.867	0	0.618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	SUMM2	464.979	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386.051	0	0	0	0	0	0	0	0	0.106	0	0	0	0	0	0	44.459	0	0	0	0	0	0	0	0	0	0	0	0	0.958	0	0	0	0	0	6.365	0	0.072	0	0	0	0	0	0	0	0	0	0	0	0	11.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.247	0	0	0	0	0	0.24	0.245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.313	0	0	0	0	0	0	0	7.378	0	0	0	0	0	0	0	0	0	0.093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	SUMM2	464.718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462.607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.109	0	0	0	0	0	0.848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	SUMM2	548.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0	309.771	0	0	0	0	0	0	0	0.467	0	0	0.11	0.048	0.032	0	0.132	8.365	0	0	0	0	0.638	0	0	0	0.002	0	0	0	13.585	0	0	0	0	0	0	0	62.573	0	0	0	0	0	0	0	0	0	0	0	0	2.551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.966	1.327	0	0.108	0.576	0	0	0	1.427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.762	0	0	0	0	0	0	0	0	0	0	0	0	0	2.446	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0	0	0	0	0	0
1996	SUMM2	324.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323.993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0
1997	SUMM2	285.86	1.65	0	0	0.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262.858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.927	0	0	0	0	0	0	0	0	0	0	0	0	0.272	0	0	0.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313	0	0	0.601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.863	0	0	0	0	0	0	0	0	0	0.039	0	0	0	0.47	0	0	0	0	0	0	0.073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	SUMM2	633.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607.797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.953	0	0	0.181	0	0	0	0	0	0	0	0	0	1.792	0	0	0.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	SUMM2	468.353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422.806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.735	0	0.008	0	0	1.217	0.271	0	0	0	0	0	0	4.448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067	0	0	0.003	0	0	0	0	0	0	0	0	0	0.864	0	0	0	0	0	0	0.033	0	0	7.012	0.394	0	0	0.504	0	0	0	0.007	0	0	0	0	0	0	0.339	0	0	0	0	0	0	0	0	0	0	0	11.645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	SUMM2	359.947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359.851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	SUMM2	623.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257.469	0	0	0	0	0	0	0	1.4	0.025	0	18.558	0	0	0	15.119	24.625	0	0	0	0	26.478	0	0	0	0.217	0	0	0	69.23	0	0	0	0	0	0	21.72	21.462	0	0	0	0	0	0	0	0	0	0	8.361	0	0.955	0	0	0	0	0	0	0	0	0	4.208	0	0	0	0	0	0	0.421	0	0	112.652	2.447	0	0.15	0.864	1.301	0	0	2.764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.234	0	0	25.876	0	1.424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	SUMM2	247.678	0	0.014	0	0.095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244.552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0	0	0	0	0	0	0.031	0	0	0.846	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.863	0	0	0	0	0	0	0	0	0	0.013	0	0	0.086	0	0	0	0	0	0	0	0	0	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	SUMM2	792.781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263.761	0	0	0	0	0	0	0	1.867	0.049	0	140.48	0	0	0	1.052	8.43	0	6.877	0	0	15.272	0	0	0	1.47	0	0	0	32.495	0	0	0	0	0	0	19.93	113.429	0	0	0	0	0	0	0	0	0	0	6.523	0	0.065	0	0	0	0	0	0	0	0	0	0	0	0	2.992	0	0	0	0	0	0	68.323	3.67	0	0	1.007	1.627	0	0	11.858	0	0	0	46.07	0	0	0	0	0	0	0	0	0	0	0	6.221	0	0	9.919	0	27.674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72	0	0	0
2004	SUMM2	182.124	3.255	0.063	0	2.239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.66	0	0	0	0	0	0	0	0	2.89	0	52.124	0	0	0	0	30.033	0	0	0	0	0	0	0	0	0.105	0	0	0	0.853	0	0	0	0	0	0	0	0.969	0	0	0.191	1.81	0	0	0.28	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0.274	3.36	0	0	0	0	0	0	0.17	0	0	0	0	0.048	0.029	0	0	0	8.883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431	0	0	0	0	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	1.108	0	0	0	0	0	0	0	0	0	0	9.674	0	0	0
2005	SUMM2	1656.436	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.397	0	0	0	0	0	0	0	3.267	0.612	0	361.531	0	0.142	1.506	0.177	4.362	54.16	0	0	0	60.412	0	0	0	5.049	0	0	0	15.157	0	0	0	0	0	0	0	627.067	0	0	0	0	0	0	0	0	0	0	1.72	0	0.13	0	0	0	0	0	0	0	0	0	4.561	0	0	0	0	0	0	1.052	0	0	343.166	9.676	0	0	14.882	0	0	0	0	0	0	0	39.191	0	0	0	0	0	0	0	0	0	0	0	1.551	0	0	8.194	0	4.68	0	0	0	4.002	0	0	0	0.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.728	0	0	0
2006	SUMM2	223.841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223.841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	SUMM2	573.488	8.913	1.385	0	0.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.767	0	0	0	0	0	157.881	0	0	0	0	0	0	0	0	1.768	0	15.588	0	0	2.259	1.729	19.9	0	0	0.072	0	0	0	0	0	5.857	0	0	0	9.888	0	0	1.237	0	0	0	0	19.86	0	0	0	0	0	0	0	0	0	0	0	0	9.717	0	0	0	0	0	0	0	0	0	66.269	0	0	2.861	0	0	0	0	0	0	117.819	2.17	0	79.691	20.365	0.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.682	0	0	0	0	0	0	0	0	0	4.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	SUMM2	296.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047	0	0	0.181	0	0	0	0	0	0	0	0	0	0	0	0	0.846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	SUMM3	1618.923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571.743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1044.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	SUMM3	594.623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271	0	0	0	0	0	581.946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.754	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0.547	0	0	0	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0.656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901	0	0	0	0	0	0	0	1.274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	SUMM3	558.874	0.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064	0	0	0	0	0	552.908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329	0	0	0	0	0	0	0	0	0	0	1.161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	SUMM3	633.635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267	0	0	0	0	0	565.134	0	0	0	0	0	0	0	0	0.508	0	0	0	0	0	0	14.299	0	0	0	0	0	0	0	0	0	0	0	0	1.963	0	0	0	0	0	0	0	1.926	0	0	0	0	0	0	0	0	0	0	0	0	0.654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.621	0	0	34.183	0	0	0	0	0.385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	SUMM3	477.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.946	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	410.244	0	0	0	0	0	0	0	0	0.127	0	0	0.102	0	0	0.334	23.314	0	0	0	0	0	0	0	0	0	0	0	0	3.831	0	0	0	0	0	1.775	0	2.213	0	0	0	0	0	0	0	0	0	0	0	0	14.465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.583	0	0	0	0	0	1.093	1.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.862	0	0	0	0	0	0	0	0	0	0.116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	SUMM3	469.184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467.784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	SUMM3	481.998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.583	0	0	0	0	0.283	0.051	0	0	0	0	0	316.144	0	0	0	0	0	0	0	0	0	0	0.384	0	0	0.753	0.551	7.116	3.327	0	0	0	1.915	0	0	0	0.171	0	0	0	17.778	0	0	0	0	0	0	0	46.599	0	0	0	0	0	0	0	0	0	0	0	0	3.088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.295	0	0	58.515	3.031	0	0.09	4.534	0.651	0	0	0.084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182	0	6.901	0	0	0	0	0	0	0	0	0	0	0	0	0	6.972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	SUMM3	264.521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264.452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	SUMM3	346.084	0.682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242	0	0	0	0	0	334.508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.413	0	0	0.298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0	0	0	0	0	0	0	0.442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	SUMM3	313.145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055	0	0	0	0	0	212.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.765	0	0	0.362	0	0	0	0	0	0.013	0	0	0	4.264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.312	0	0	0	0	0	0	0	0	0	0	0	4.312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	SUMM3	331.682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307.151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.721	6.335	0	0	0	0	0.245	0	0	0	0	0	0	0	7.652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057	0	0	0	0	0	0	0	0	0	0.142	0	0	0	0	0	0	0.044	0	0	3.76	0.262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	SUMM3	412.473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412.473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	SUMM3	782.208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	440.774	0	0	0	0	0	15.363	0	3.266	0	0	19.094	0	0.729	0	17.193	20.232	0	8.218	0	0	18.312	0	0	0	0.388	0	0	0	129.849	0	0	0	0	0	0	0	22.749	0	0	0	0	0	0	0	0	0	0	6.692	0	2.282	0	0	0	0	0	0	0	0	0	0.372	0	0	0	0	0	0	0	0	0	48.244	4.363	0	0.072	5.613	0.489	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	0	0	0	0	3.541	0	0	14.232	0	0	0	0	0	0	0	0	0.093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	SUMM3	401.997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400.335	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.656	0	0	0	0	0	0	0	0	0	0.616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0.191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	SUMM3	996.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308.384	0	0	0	0	0	0	0	2.334	0	0	190.758	0	0	2.259	3.192	9.529	0	4.955	0	0	11.25	0	0	0	0.794	0	0	0	59.149	0	0	0	0	0	0	0	161.999	0	0	0	0	0	0	0	0	0	0	1.518	0	0.581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143	0	0	140.98	4.051	0	0	0	1.952	0	0	5.356	14.973	0	0	20.253	0	0	0	0	0	0	0	0	0	0	0	42.711	0	0	8.626	0	0	0	0	0	0	0	0	0	0.039	0	0	0	0	0.014	0	0	0	0	0	0.208	0	0	0	0	0	0.101	0	0	0	0	0	0	0	0	0	0
