year	site	Total.Of.area	Agropyron.smithii	Allium.drummondii	Allium.spp_	Ambrosia.psilostachya	Ambrosia.spp_	Andropogon.gerardii	Arenaria.stricta	Aristida.longiseta	Aristida.purpurea	Asclepias.pumila	Asclepias.viridiflora	Asclepias.viridis	Aster.ericoides	Aster.fendleri	Aster.oblongifolius	Astragalus.mollissimus	Bouteloua.curtipendula	Bouteloua.gracilis	Bouteloua.hirsuta	Brickellia.eupatorioides	Buchloe.dactyloides	Callirhoe.involucrata	Calylophus.lavandulifolius	Calylophus.serrulatus	Carex.gravida	Carex.heliophila	Carex.praegracilis	Carex.spp_	Castilleja.sessiliflora	Chamaesyce.polygonifolia	Chamaesyce.spp_	Chamaesyce.stictospora	Chenopodium.album	Chenopodium.leptophyllum	Chloris.verticillata	Chloris.virgata	Cirsium.ochrocentrum	Cirsium.undulatum	Comandra.umbellata	Dalea.candida	Dalea.purpurea	Echinacea.angustifolia	Echinacea.pallida	Elymus.canadensis	Erigeron.strigosus	Erysimum.asperum	Evolvulus.nuttallianus	Gaura.coccinea	Grindelia.squarrosa	Haplopappus.spinulosus	Hedeoma.drummondii	Hedyotis.nigricans	Helianthus.maximiliani	Hybanthus.verticillatus	Hymenoxys.scaposa	Lesquerella.ovalifolia	Leucelene.ericoides	Liatris.punctata	Lithospermum.incisum	Lomatium.macrocarpum	Megapterium.fremontii	Mentzelia.decapetala	Mentzelia.oligosperma	Mirabilis.linearis	Muhlenbergia.cuspidata	Oenothera.macrocarpa	Onosmodium.molle	Oxalis.spp_	Oxalis.stricta	Oxytropis.lambertii	Panicum.virgatum	Paronychia.jamesii	Penstemon.albidus	Poa.arachnifera	Polygala.alba	Polygala.spp_	Psoralea.cuspidata	Psoralea.tenuiflora	Ratibida.columnifera	Salvia.azurea	Schedonnardus.paniculatus	Schizachyrium.scoparium	Schrankia.uncinata	Scutellaria.resinosa	Short.grass	Sitanion.hystrix	Solidago.glaberrima	Solidago.mollis	Solidago.rigida	Solidago.spp_	Sorghastrum.nutans	Sphaeralcea.coccinea	Sporobolus.asper	Sporobolus.cryptandrus	Sporobolus.neglectus	Thelesperma.megapotamicum	Townsendia.exscapa	Tragia.ramosa	Tridens.flavus	Verbena.bipinnatifida	Verbena.bracteata	Vicia.americana
52	kansas	60.80567591	3.925607007	0	0	0.729518207	0	52.99535384	4.665140661	25.86248482	67.17026637	0	0	0	0.722186417	0.713617057	0	0	25.87016994	105.0434001	40.4353763	0	88.33438641	0	0.713615596	0.726113248	0	0	0	0.725453019	0	0	0	0	0	0	0	0	0	0.714458173	0	0	0.725155274	0.728381023	0	0	0	0	0.734286821	0.730609129	0	0	0	0.717475904	0.723278105	0	0.712317864	0.715239742	0.711199244	0.732107014	0	0	0	0	0	0	0	0	0	0	0	0	11.7341423	0.728176145	0	0	0.749244511	0	0	0.722870195	0.832829083	0	7.559489394	60.9944671	0.749241233	5.109061533	0	15.9330921	0.737542391	0.724505169	0	0	3.287186265	0.727185333	50.78238201	21.49198082	0	0.730668038	0	0.737819578	0	0	0	0
53	kansas	34.9009856	8.46752117	0	0	0.727667944	0	38.39840328	0.727037112	30.38323305	55.55224471	0	0	0	15.99851174	0.725391364	0.738089353	0	24.22980596	29.90777295	40.61347295	0	53.90094238	0	0	0.725344747	50.3904991	0	0	0	0	0	0	0	0	0	0	0	0	0.737931591	0	0.728356183	0.715643267	0.752585985	0	0	0	0	0.724316812	0.726010893	0	0	0	0.719193963	0	0	0.733225435	0.729333543	0.731355221	0.71114028	0.726178408	0	0	0.717887432	0	0	0	0	0	0	0	0	11.89358537	0.735059382	0	0	0.717886746	0	0	0.729768868	0.72691537	0	36.7877426	176.1437304	0.724452138	0.730055466	0	17.21751313	0.730182424	0.731719392	0.725716621	0	0	0.726377831	63.89124435	16.37886825	0	0.724926612	0	0.684079111	0	0	0	0
54	kansas	18.13874914	20.08381726	0	0	0.728121478	0	36.62060625	0.739548564	21.86203067	48.33575967	0	0	0	0.733975947	0.739705946	0.735299185	0	19.97538836	18.71032569	24.03558676	0.733171493	13.26922973	0.726715525	0	0.737616205	9.449022406	0	0	0	0	0	0	0	0	0	0	0	0	0.709311616	0	0.738415976	0.72934103	0.7378151	0	0	0	0	0.718962908	0.733574712	0	0	0	2.755964746	0	0	0.738679429	0.777644713	0.726047476	0.73199522	0	0	0	0.740223944	0	0.732166111	0	0	0	0	0	0	20.42992824	0.734693089	0	0	0.740220129	0	0	0.730266552	0	0	0	151.5845023	0.72959426	0.735909705	0	36.94294573	0.73789827	0.732988543	0	0	0	0.724707343	66.56844796	8.929569076	0	0.738321592	0	0.731999278	0	0	0	0
55	kansas	25.12841071	109.6682873	0	0	0.729730675	0	38.90255343	0.700146526	25.34640682	0	0	0	0	0.729141861	0	0.695621968	0	22.09931926	28.41960789	20.20821108	0.708918393	19.40568427	0	0	0.712569332	46.2947235	0	4.806067505	5.778731224	0	0	0	0	0	0	0	0	0	0.723734413	0	0	0.714253326	0.721472551	0	0	0	0	0.69854943	0.740880072	0	0	0	0.723034412	0	0	0.695619703	0.730233736	0.74392724	0.712854941	0	0	0	0.740877708	0	0	0	0	0	0	0	0	26.62806414	0.713248377	0	0	0	0	0	0.721094238	0	0	37.4291306	206.5748208	0	0.722127265	0	30.75365315	0.750512405	1.291282749	0.722793579	0	7.582831893	0.83838822	59.87459119	20.2772102	0	0.706956595	0	0.702997416	0	0	0	0
56	kansas	20.21596386	0	0	0	0.713835231	0	38.64990202	0.725124598	48.92279977	0	0	0	0	0.718324453	0	0	0	22.52794028	23.63886868	15.07732526	0	13.41756921	0.713881075	0	0.72912842	17.2078896	0	4.448488596	2.276087564	0	0	0	0	0	0	0	0	0	0.72861895	0	0	0.728900313	0.726268452	0	0	0	0	0.720805192	0	0	0	0	0.728968173	0	0	0.724463284	0.729732422	0.711939529	0.730699527	0	0	0	0.73393336	0	0.694036931	0	0	0	0	0	0	28.03800526	0.713387728	0	0	0	0	0	0.933902495	0.71791552	0	0	155.1262162	0.721482754	0.726235668	0	95.93220382	0.717934623	0.704552078	0.715552568	0	0	0.722999791	43.56689821	21.35769429	0	0.719194174	0	0.727266675	0	0	0	0
57	kansas	34.3365946	0	0	0	0.761400651	0	50.10889642	0.729976892	83.04618609	0	0	0	0	0.712524056	0	0.716740692	0	35.74102572	40.62938201	30.89173702	0	28.75933266	0.730818481	0	0.737915993	4.572872128	0	0	15.76511325	0	0	0	0	0.719729373	0	0	0	0	0.690517855	0	0	0.729526031	0.730691421	0	0	0	0.694822855	0.723284912	0.705809534	0.740163088	0	0	0.726595884	0	0	0.716739178	0.725238646	0.714585245	0.711553943	0.735887538	0	0	0.728716592	0	0	0	0	0	0	0.723763048	0	15.80036381	0.720795832	0	0	0	0	0	0.713363869	0.717445785	0	0	212.7306556	0.726778309	0.731173605	0	107.7544428	0	1.121380778	0	0	0	2.13879964	46.91661809	41.2512265	0	0.722421749	0	0.725393576	0	0	0	0
58	kansas	42.09246747	21.2448063	0	0	0.7185528	0	45.97974531	0.718568206	69.36807753	92.21947723	0	0	0	0.716044908	0	0.727814972	0	37.80272349	67.93429863	30.20303768	0	43.39824972	0.719363243	0	0.731198087	0	0	0	0	0	0	0	0	0	0	0	0	0.592764616	0.73127387	0.735293329	0	0.704648972	0.731428742	0	0	0.736003399	0	0.724392429	0	0	0	0.731619179	0.7269943	0.739788992	0	0.732132435	0.734233975	0.725094944	0.718568802	0	0	0	0.723195255	0	0	0	0	0	0	0.732109309	0	42.25844107	0.727404758	0	0	0	0	0	0.69679302	0.728550537	0	0	248.5515181	0.727290015	0.726300404	0	71.73629095	0.732659891	0.722226624	0	0	0	0.719204832	36.22149552	59.1126542	0	0.727403671	0	0.659580044	0	0	0	0
59	kansas	40.4630952	0	0	0	0.708580176	0	51.21819212	0.712612689	56.5790674	88.1374439	0	0	0	0.709629685	0	0	0	51.33259167	51.78336285	55.24567858	0	29.55297358	0	0	0.710645035	0	0	0	0.713374338	0	0	0	0	0.716102749	0	0	0	0	0.706630945	0	0.703961352	0.691809595	0.712845364	0	0	0	0	0.709027733	0.721179694	0	0	0.709891319	0.699136116	0	0.707941175	0.712047446	0.71070295	0.709737875	0.714782556	0	0	0	0	0	0	0	0	0	0	0.717184693	0	11.81467091	0.711161309	0	0	0	0	0	0.707090362	0.728144127	0	0	170.8566217	0.711798767	0.711205867	0	0	2.343500623	0.71311958	0.709933195	0	0	0.717969369	52.54557356	6.60430223	0	0.708259022	0	0.712367341	0	0	0	0
60	kansas	56.88329128	13.14582656	0	0	0.701206473	0	83.00635431	0.662126422	72.36829404	67.48023607	0	0	0	0.700345647	0.668379694	0	0	70.17320653	73.0452764	39.32495939	0	52.44638928	0.674232483	0	0.678817461	0	0	0	4.676827299	0	0	0	0	0.675615847	0	0	0	0	0.686278482	0	0.662128329	0.668412328	0.67051324	0	0	0.711285154	0	0.658477167	0	0	0.688641608	0	0.662772173	0	0.66309246	0.663090825	0.662297379	0.650442541	0.671588898	0	0	0	0	0	0	0	0	0	0	0	0	88.27750864	0.660974329	0	0	0	0	0	0.776143298	0.706064356	0	0	264.5289248	0.667285812	0.663505882	0	0	0.672553876	0.709211195	0.655904353	0	0	0.687194921	40.09208299	15.18315563	0	0.662837466	0	0.652548125	0	0	0	0
61	kansas	49.64572433	0	0	0	0.709834701	0	74.78636115	0.721868694	50.91738413	0	0.709219411	0	0	0.691654239	0	0	0	65.23426062	47.87721699	74.49390918	0	49.25430902	0.727825761	0	1.026084742	0	0	0	3.080406116	0.738524258	0	0	5.765596758	0	0	0	0	0	1.219935118	0	0	0.709466388	0.713725515	0	0	0.709222078	0	0	0	0	0	0	0.715729793	0	0	0	0.714188796	0.737487674	0.699622676	0	0	0	0	0	0	0	0	0	0	0.733425975	0	16.99240472	0.710268337	0	0	0.738520205	0	0	0.697741438	0.715825231	0	0	251.8289425	0.703757241	0.715286076	0	0	0.708340728	0.705708996	0.709217727	0	0	0.796910527	47.36511617	12.01380046	0	0.721339047	0	0.71917506	0	0	0	0
62	kansas	44.22602591	0.703537807	0	0	0.688998051	0	22.89342854	0.70114544	42.15768448	0	0.723930095	0	0.714541256	2.410912639	0	0	0	48.9248328	67.81200765	76.61952414	0	43.01987418	0.710218221	0	0.669888532	0	0	0	0.704178416	0	0	0	0.720100462	0	0	0	0	0	0.708722992	0	0	0.7102842	0.717870946	0	0	0.724499663	0	0.70007308	0	0	0	0	0.696666133	0.661698679	0	0.688582659	0.704851218	0.505382583	0.708640635	0	0	0	0	0	0	0	0	0.706086129	0	0.723438755	0	2.191792887	0.693873296	0	0	0.725260452	0	0	1.280095101	0.718652518	0	0	267.7146417	0.581341412	0.696931318	0	0	0	0.716931698	0.664554735	0	0	0.711167711	19.88492252	10.89849352	0	0.708607197	0	0.69201231	0	0	0	0.715309203
63	kansas	62.97269134	2.430862418	0	0	0.687554121	0	58.08018488	0.73282663	59.21171286	48.2128546	0	0	0	0.684502184	0	0.694452107	0	108.0292547	63.92296617	49.7889073	0	83.81608697	0.699589551	0	0.732819885	0.728811284	0	0	0.695759451	0	0	0	0	0	0	0	0	0	0.686127684	0	0	0.682950282	0.732821822	0	0	0	0	0.716563237	0.718187094	0	0	0	0.732829154	0	0	0	0.732821962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6826489	0.73282514	0	0	0.679057896	0	0	0.684926895	0.69559586	0	168.768692	296.9159333	0.732826591	0.732826293	0	0	0.68449527	0.680957492	0.670570243	0	0	0.697679877	12.8921303	5.345481086	0	0	0	0.732824604	0	0	0	0
64	kansas	110.0466477	56.6028709	0	0	0.707754657	0	123.9788329	0.668006837	141.78835	0	0	0	0	0.719008267	0	0.705743015	0	90.37346244	151.6198197	65.56900148	0	240.1963753	0.709356129	0	0.668888554	0	0	0	0.71918568	0	0	0	0	0	0	0	0	0	0.702735343	0	0	0.695450939	0.689307511	0	0	0.717350662	0	0.677510214	0	0	0.719007552	0	0.858029521	0.709138215	0	0.700849315	0.690214063	0.71318093	0.70531057	0	0	0	0	0	0.71319145	0	0	0	0	0	0	44.55892423	0.685016301	0	0	0.711990893	0	0	0.697621084	0.717347205	0	907.670593	295.021322	0.697927935	1.59925104	0	0	0	0.711177366	0.717986917	0	0	0.716321322	30.17936305	47.7991771	0	0.714547769	0.7204566	0.611106334	0	0	0	0
65	kansas	102.8897826	0.718289137	0	0	0.906955286	0	163.5532439	0.722700656	82.67398618	241.5896	0	0	0	0.71588	0	0	0	103.6392621	231.1501569	46.4509536	0.679994881	176.7726369	0.712746203	0	0	0	0	0	2.902774881	0	0	0.716241737	0.730220854	0.621857975	0	0	0	0	0.701463166	0	0	0.72018438	0.720425345	0	0	0	0	0.719414943	0	0	0	0	0.714812569	0.710832357	0	0.719807193	1.111462767	0	0.718073594	0	0	0	0	0	0.704527855	0	0	0	0.704760507	0.72265125	0	33.40228446	0.719840606	0.724116027	0	0.724692309	0	0	0.714030552	0.710177347	0	0	283.6089417	0.719504704	0.714888394	0	94.9264375	0.70478033	0.735085134	0.721885921	0	0	0.713064119	42.06109843	52.95112418	0	0.718017655	0.722377956	0.718917681	22.8518009	0	0	0
66	kansas	46.63051796	9.212241222	0	0.711418033	0.700087686	0	56.94516919	0.677236656	47.31253619	0	0.6967161	0	0	0.715750039	0.699759067	0.721120469	0	117.0234244	68.47290792	27.36539784	0	46.02842523	0.720756367	0	0.686435729	0	0	0	2.688667082	0	0	0	0	0	0	0	0	0	0.714055989	0	0	0.697384726	0.705226519	0	0	0.721841156	0	0.706087053	0	0	0	0	0.703081053	0.690843463	0	0.688558281	0.705723186	0.684314648	0.714782882	0	0	0	0	0	0	0	0	0	0	0.721844375	0	18.4008618	0.713058069	0	0	0.716759443	0	0	0.690584335	0.666610724	0.672092319	26.2987862	219.7643071	0.891402285	0.699954748	0	0	0.707867706	0.694139872	0	0	0	0.58418534	38.32200198	5.212603201	0	0.705251918	0.682918358	0.69092888	0	0	0	0
67	kansas	57.89287333	27.28844355	0	0	0.722268833	0	102.0889214	0.746634603	46.96038875	0	0	0	0	0.729268781	0.720362902	0.70505757	0	63.65107368	60.63268518	50.40240569	0	77.7480855	1.218315293	0	0.736613641	0	0	0	0	0	0	0.719982505	0.632696033	0.731395513	0	90.3783035	0	0	0.710470395	0	0	0.722827155	0.70647943	0	0	0	0.727214575	0.719861786	0	0	0	0	0.715602904	0.706737548	0	0.719020456	0.722194651	0.721702903	0.693935812	0	0	0	0	0	0.734357834	0	0	0	0	0.727673839	0.721700043	117.2136769	0.716874726	0	0	0.719020486	0.740912548	0	0.723724898	0.710085263	0	21.6707802	325.4488986	0.730639211	0.708632691	0	29.21581927	0.728285985	0.690545744	0	0	0	0.690320773	40.26112913	20.1626673	0	0.696506109	0.719027758	0.724651086	0	0	0	0
68	kansas	57.05077331	1.641496303	0	0	0.719163103	0	111.166743	3.896751885	33.8013124	0	0.722442215	0	0	0.71026447	0.711468518	0	0	110.8331972	85.64948189	34.94440411	0	121.5149581	0.710557302	0	0.705376589	0	0	0	0	0	0	0	0	0.714031577	0	0	0	0	0.827405527	0	1.346808613	0.721079428	1.256579936	0	0	0	0	0.723647267	0	0	0	0	0.717484865	0	0.716186523	0.72381959	2.491367616	0.72349304	0.722753264	0	0	0	0	0	0.699812233	0	0	0	0	0.714589998	0	38.12911651	0.725922786	0	0	2.643392544	0	0	0.878446891	0.650366388	14.1259514	0	221.6012074	0.711117787	0.718369762	0	5.947019455	0.671496707	0.70125705	0	0	0	0.63763091	45.43397137	0.704877786	0	0.717660135	0	0.741101076	0	0	0	0
69	kansas	160.7430763	0	0	0	1.012249023	0	768.9549319	0	166.4366113	269.7277525	0.727156869	0	0	0.732492119	0.732489437	0.729406357	0	201.4747841	224.7344667	0	0	985.7492052	0.737652501	0	0	0	0	0	0	0	0	0	0	1.343091247	0.727887094	210.631226	0	0.732036032	0.7587579	0	0	0.717351467	0	0	13.18413209	0.72940886	0	0	0	0	0	0	0.741358221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.699938474	0	108.8798581	0	0	0.732489844	0	0.72636355	0	0.724853949	0.722508637	0	0	283.4068807	0.714020669	0	0	0	0	0.729269698	0.747452686	0	0	0.720692001	0	67.3008118	0	0	0	1.617031622	0	0	0	0
70	kansas	155.6060121	0	0	0	0.945251354	0	359.3291325	0.66824545	165.7145707	0	0.723800093	0.738019109	0	2.007056931	0.734813653	0.722689887	0	222.8645674	744.0732883	29.75409652	0	780.1305665	0	0	0.732915454	0	0	0	0	0	0	0	0	0.731224925	0	0	40.4690399	0	1.352516821	0	0	0.719023383	0.727530965	0	4.10643935	0.711367384	0	0.732782066	0	0.725262195	0	0	0.860586078	1.532522589	0	0.736836672	0.728435179	0.855794564	0.72019665	0	0	0	0	0	0	0	0.728739179	0	0	0.819207546	0	61.80921748	0.775792163	0	0	0	0	0	1.222929824	0.877051236	0	0	244.4474565	0.76294973	0.732546141	0	8.22954082	0	0.722122384	0.727388232	0	0	0.713898994	9.445930441	4.409270101	0	0.731955077	0	1.009083743	0	0	0	0
71	kansas	142.0001666	11.81530261	0	0	0.7261696	0	398.3700016	0.718147814	63.67615064	0	0.727516711	0	0	0.716005884	0	0	0	200.8221585	317.8470875	113.348312	0	924.9960255	0.737770617	0	0	0	0	0	9.93554401	0	0	0.724332998	0	0.7207416	0	15.48652636	0	0	0.705754155	0	0	0.723326266	0	0	0	0.725109726	0	0	0	0	0	0	0.80927745	0.723717312	0	0	0.800071794	0.747909807	0.715900213	0	0	0	0	0	0	0	0	0	0	0.707914713	0	80.876797	0.718770087	0	0	0	0.721491337	0	0.72246017	0.741764664	0	1.66322815	344.1978801	0.718142807	0.7170192	0	0	0.698776454	0.728182581	0.698773623	0	0	0.72090415	0	6.61290979	0	0	0	0.734919703	0	0	0	0
72	kansas	84.09916924	3.537197522	0	0	0.698973983	0	232.7973357	0.725191534	71.01252299	0	0.638249934	0	0	0.836263017	0	0	0	55.66201645	137.0445568	20.33558895	0	630.6828459	0.728394985	0	1.278316379	1.363464746	0	0	205.859161	0	0.706592731	0	0	0.711015012	0	83.16750857	0	0	0.711785583	0	0	0.718243986	0.719654517	0	15.09638503	0.711860702	0	0	0	0	0.737987316	0	1.099828456	0.893180565	0	1.5798958	1.688658221	0.712750006	0.721001526	0.719549656	135.9114495	0	0	0	0	0	2.282611341	0	0	0.718943727	0	89.49798586	0.725191504	0	0	0	0	0	1.167426899	0.723008723	0	0	230.1490869	0.705708378	0.718905568	0	24.4815044	0.714115739	0.723036758	0	0	0	0	0	2.798890325	0	0.707595885	0	0.70742621	0	0	0	0
