Year	site	total	ALIN	ALLI1	ALMA	AMCH	APRA	ARGL	ARIS1	ARLO	ARNE	ARPU	ARPU1	ARWR	ASAL	ASCL1	ASNU	ASTE	ASTE1	ASTR1	ASWO	BAAB	BAMU	BAPE	BOER	BOUT1	CABA	CACH	CAWR	CHCO	CHIN	CHST	COCO	CRAN	CRCR	CRMI	CRPO	CRPT	CRYP1	CSDL1	CYGY	DAPU	DEPI	DIWI	DYPE	ENDE	ERAB	ERAN	ERBE	ERCA	ERDI	ERDV	ERIG1	ERIO1	ERPU	ERRO	ERTR	EUAL	EUMI	EUPH1	EUSE	EUSR	HAGR	IPLO	IVAM	LARE	LEER	LELA	LEPI1	LEVI	LIBI	LIVE	LONE	MAFE	MAPI	MELE	MILI	MUPO	NAHI	OEPR	PEAN	PECT1	PENA	PHAC1	PHCO	PHIN	PLPA	POAC1	RANE	SACY	SAKA	SCAR	SCBR	SELE	SELO	SOEL	SPOR1	SPSU	SPVEG	STAR	STEX	STPA	TAAN	TALI1	TECO	TILA	UKFO1	UKFO4	UKFO5	UKGS1	VEEN	VEWR	VUOC
1992	SAND3	272.573	0	0	0	0	0	0	0	31.312	0	0	0	0	0	0	0	0	0	0	0	12.863	0	0	0	0	0	0	0	0	0	0	0	0	0	1.689	10.502	0	0	0	0	0	0.229	0.592	0	0	0.252	0	0	0	15.689	0	0	0	14.023	0	11.205	0	0	0	0	0	0	0	0	0	0	0.559	0	0	0	0	0	0	0	0	0	169.368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	SAND3	384.413	0	0	0	0	0	38.602	0	0	0	0	0	0	0	0	0	0	0	0	0	2.352	0	0	0	0	0	0	0	0	0	0	0	0.113	0	0.033	5.857	0	0.466	0	0	0	19.502	0.658	0	0	0.011	0	0	0	122.254	0	0	0	22.889	0	28.36	0	0	0	0	0	0	0	0	0	0	7.022	0	0	0	0	0	0	0	0	0	136.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	SAND3	213.102	0	0	0	0	0	0	18.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	SAND3	317.549	0	0	0	0	0	0	0.133	0	0	0	0	0	0	0	0	0	0	0.159	0	0.014	0.005	0	0	0	0	0	0	0.013	0	0	0	1.093	14.307	1.488	1.581	0	0	0	0	0.351	29.642	0.004	0	0	0.179	0	0	0	67.022	0	0	0	0	0	31.064	0	0	0	0	0	0	0	0	0	0	11.253	0	0	0	0	0	0.163	0	0	0	159.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	SAND3	52.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	SAND3	114.151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	2.069	0	0	0	0	8.377	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	SAND3	114.233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.863	0	0	0	0	29.308	0	0	0	0	0.021	0	0	0	0.198	0	0	0	0	0	0.189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	SAND3	103.773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0.065	0.753	0.554	0.573	0	0	0	0	14.633	6.616	0	0	0	0.05	0	0	0	0.523	0	0	0	0	0	0.301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	SAND3	29.955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	SAND3	191.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.001	0	0	0	0	0	0	0	0	0	0	0	0	20.386	2.356	0	0.38	0	0	2.692	114.212	0	0	0	1.253	0	0	0	3.77	0	0	0	0	0	8.425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	SAND3	36.878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	SAND3	140.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.753	8.924	1.002	0	0	0	0	1.184	87.259	0	0	0	0.016	0	0	0	1.731	0	0	0	0	0	0.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	SAND3	50.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033	5.659	0	0	0	0	0.035	0.044	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	30.765	0	0.355	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.633	0	0	0.258	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0	0	0	0	0	0	0
2005	SAND3	355.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.844	0.018	0	0	0	0	1.397	0	0.074	0	0	0	0.405	3.012	35.596	10.537	0.293	0	0.001	0	2.042	205.342	0	0	0	1.217	0	0	0	6.177	0	0	0	0	0	0.501	0.269	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0.541	0	0	0	0	80.114	0	0.013	0	0	0	3.152	0	0	0.431	0	0	0	0	0	0	0	0	0.046	0.448	0	0	0	0	0	0	0	0	0	1.399	0	0	0	0.163	0	0
2006	SAND3	97.754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	SAND3	372.63	0	0	0	0.018	0	0	0	0	0	0	0	0	55.13	0	0	0	0	0	0	20.284	24.043	0	0	0	0	0	0	0.085	0	0	0	1.214	16.566	10.492	17.064	0	0	0	0	14.957	0	0	0	0	0.536	0	0	0	19.312	0	0	0	0	0	2.446	0.672	0	0	0	0	0	0	12.836	0	0	0	0	0	0	0	0.541	0	0	0.296	0	160.474	13.917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.705	0	0	0	0	0	0	0	0	0	0	0	0.042	0	0	0	0
2008	SAND3	164.727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	SAND4	205.942	0	0	0	0	0	0	0	0	0	0	0	107.356	0	0	0	0	0	0	0	0.051	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0	0	0	0	0	0	0	12.129	0	0.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.81	0	71.126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.054	0	0	0	0	2.329	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	SAND4	180.615	0	0	0	0	0	0	0	0	0	0	0	40.093	0	0	0	0	0	0	0	1.095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0.105	0	127.391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	2.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	SAND4	242.722	0	0	0	0	0	0	0	0	0	0	0	23.857	0	0	0	0	0	0	0	0.057	0.01	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0	0	0	0.064	0	0	0	0	0	0	0	0	0	0	4.246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	SAND4	291.486	0	0	0	0	0	0	0	0	0	0	0	17.147	0	0	0	0	0	0	0	6.962	0	0	0	0	0	0	0	0	0	0	0	6.315	0	1.129	0	0	0	0	0	0	12.898	55.516	0	0	0.381	0	0	0	6.667	0	0	0	11.592	0	11.797	0	0	0	0	0	0	0	0	0	0	12.636	0	0	0	0	0	0	0	7.592	0	139.557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.772	0	0	0.525	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	SAND4	317.605	0	0	0	0	0	21.09	0	0	0	0	0	0	2.651	0	0	0	0	0	0	2.79	0.005	0	0	0	0	0	0	0	0	0	0	0	1.506	0.206	0	0	0	0	0	0	45.922	2.771	0	0	0.122	0	0	0	64.935	0	0	0	20.734	0	4.927	0	0	0	0	0	0.005	0	0	0	0	0.311	0	0	0	0	2.073	0	0	12.136	0	133.81	0.057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.019	0.031	1.304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	SAND4	172.994	0	0	0	0	0	0	1.624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	SAND4	283.838	0	0	0	0	0	0	0.828	0	0	0	0	0	0	0	0	0	0	0	0	0.034	0.017	0	0	0	0	0	0	0	0	0	0	0.011	24.849	1.502	0	0.711	0	0	0	0	60.116	0.075	0	0	0.212	0	0	0	42.301	0	0	0	0	0	9.255	0	0	0	0	0	0	0	0	0	0	19.417	0	0	0	0	0	0	0	0	0	124.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	SAND4	99.998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	SAND4	160.224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115	0.001	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9	0	0.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.609	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0
1998	SAND4	180.587	0	0	0	0	0	0	7.091	0	0	0	0	0	0	0	0	0	0	0	0	0.515	0	0	0	0	0.126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.336	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0	153.756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	SAND4	131.509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036	0	0	6.163	3.502	0.041	0	0	0.05	0	0	0	0.575	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	SAND4	34.984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	SAND4	205.758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.704	0	0	0	0	0	0	0	0	0	0	0	0	0	3.889	0	0	2.004	0	0	2.559	85.532	0	0	0	0.835	0	0	0	2.63	0	0	0	0	0.369	7.31	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	99.886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	SAND4	43.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	SAND4	233.171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	2.259	1.356	0	0	0	0	0	0.521	76.352	0	0	0	0	0	0	0	0.119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	SAND4	101.373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.715	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.253	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.546	0	0.044	0	0	0	0	2.624	0	0
2005	SAND4	448.128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.185	0	0	0	0	0	0	0	0	0	0	0	2.186	7.53	4.147	0	4.34	0	0	0	0.762	303.284	0	0	0	0.031	0	0	0	7.997	0	0	0	0	0	7.546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0	106.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0
2006	SAND4	144.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	SAND4	291.1	0	0	0	0	1.683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.184	39.333	0	0	0	0	0	0	0	0	0	0	0	0.753	3.587	0	0	0	0	0	5.407	35.269	33.856	0	0	1.732	0	0	0	23.656	0	0	0	0	0	19.302	0	0	0	0	0	0	0	3.22	0	0	0	0	0	0	0	4.686	0	0	0.084	0	60.157	35.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999	0	0	12.892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	SAND4	170.662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
