Year	site	total	APRA	ARGL	ARHA	ARIS1	ARLO	ARNE	ARPA	ARPU	ARTE	ARWR	ASNU	ASTE	ASTE1	ASTR1	ASWO	BAAB	BAMU	BOCU	BOER	CABA	CACH	CAWR	CHCO	CHIN	CHST	COCO	CRAN	CRCR	CRMI	CRPT	CRYP1	DAPU	DAWR	DEPI	DIWI	DRCU	ENDE	ERAB	ERAN	ERDI	ERIA1	ERIO1	ERLE	ERPU	ERRO	ERTE	ERTR	ESME	EUAL	EUMC	EVNU	GAPI	GIFL	GILI1	GILI2	GSDL1	HAGR	HODR	HYFL	IPLO	IVAM	LARE	LEER	LEFE	LEGO	LELA	LEPI1	LESQ1	LEVI	LIBI	LIVE	LONE	LUCO	MAFE	MAPI	MEAL	MENT1	MEPU	MILI	MUAR	MUPO	NAHI	OEAL	OENA1	OENO1	OEPR	PAIN	PENA	PHAC1	PHCO	PLMU	PLPA	POPA	PSDL1	PSTA	RANE	SAKA	SCAR	SCBR	SELE	SELO	SOOL	SPCC	SPHA1	SPIN	SPOR1	SPSA	SPSU	SPVEG	STEX	STPA	TOAN	UKFO1	UKFO2	UKGR1	UKGS1	VEWR	VUOC	XASA
1999	SUMM2	372.789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293.578	0	1.397	3.734	0.011	0	0.75	0	0	0	0.062	0	0.044	0	0	0.995	0	0.002	0	0.006	0	1.487	0	0	0	0	0	0.032	0	27.752	0	0	0	0	0.258	0	0	0.083	0.024	0	0	0	0.106	0	0	0	0	0.016	0.415	0	0.612	0.8	0	0.275	1.411	1.463	0	0.076	0.646	0	7.219	0	0	0	0	0	0	0	0	0	0	0.201	0	28.032	0	0	0	1.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	SUMM2	187.682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	SUMM2	299.587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.023	0	1.397	2.333	0	0	1.01	0	0	0	0.284	0	0.078	0	0.469	2.235	0	0	0	0.042	0	0.974	0	0	0	0	0	0	0	23.152	0	0	0	0	0	0.637	0	0.005	0.28	0	0	0	1.275	0	0	0	0	0.551	0	0	2.19	3.005	0	1.321	2.131	3.904	0	0	0.591	0	27.552	0	0	0	0	0	0	0.012	0	0	0.916	0	0	26.738	0	0	0	2.577	0	0	0	0	0.469	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0.053	0	0	0.375	0
2002	SUMM2	180.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	SUMM2	177.456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.257	0	0	0	0	0	1.292	0	0	0	0	0	0.08	0	0	0.094	0	0	0	0.019	0	0.101	0	0	0	0	0	0	0	2.57	0	0	0	0	0	0.041	0	0.019	0.003	0	0	0	0	0	0	0	0	0	0.108	0	0	0.043	0	0	0.06	2.115	0	0.324	0	0	2.185	0	0	0	0	0	0	0	0	0	0.166	0	0	9.919	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	SUMM2	20.384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	SUMM2	219.161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.59	0	0	3.734	0.047	0	15.836	0	0	0	0.005	0	3.302	0	0	8.133	0	0	0	0.421	0	0.43	0	0	0	0	0	0	0	52.654	0	0	0	0	0	0.097	0	0.187	0.139	0	0	0	0.196	1.072	0	0	0	0.057	0.254	0	9.468	0.964	0	1.782	0.72	5.205	0	0	0.295	0	21.976	0	0	0	0	0	0	0.313	0	0	0.823	0	0	17.683	0	0	0	0.298	0	3.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	SUMM2	102.796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	SUMM2	340.431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085	0	0	160.635	0	0	0	0	0	1.78	0	0	0	0.17	3.236	1.34	0	0	0.198	0	0.001	0	0.429	0	0.016	0	0	0.233	0	0.03	0	0	5.615	0	0.051	0	0	0	0.01	0	0.037	0.887	0	0	0	9.683	0	0	0	0	0	1.415	0	0.013	2.575	0	82.622	4.266	2.44	0	0	0	0	25.937	0	0	0	0	0	0.01	0	0	0	6.653	0	0	28.894	0	0	0	0.57	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	SUMM2	213.416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289	0	0	201.363	0	0	0	0	0	0	0	0	0	0	0	0.115	0	0	0	0	0	0	0.003	0	0	0	0	9.867	0	0	0	0	0.04	0	0	0	0	0	0	0	0.009	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	SUMM3	474.634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474.607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0
1991	SUMM3	225.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225.633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	SUMM3	270.764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0.035	0	0	1.446	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	SUMM3	334.715	0	0	0	0	0	0	0	0	0.876	0	0	0	0	0	0	0	0	0	319.945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373	0	0	0	0	0	0	0	12.862	0.418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	SUMM3	331.855	0	0	0	0	0	0	0	0	5.177	0	0	0	0	0	0	0	0	0	326.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	SUMM3	178.344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.897	0	0	1.867	0	0	0.6	0	0	11.295	0.017	0	0	0	0	0.467	0	0.089	0	0.001	0	0.292	0	0	0	0	0.006	0	0	15.327	0	0	0	0	0	0	0	3.59	0.348	0	0	0	0	0	0	0	0	0.051	0	0	6.209	0	0	0.337	1.886	0.813	0	0.055	0	0	0	0	0	0	0	0	0	0.187	0	0	0	0.017	0	0.431	0	0	0	0	2.138	0	0	0	0.313	0	0	0	0	0	0	0	0	0	0	0	0.111	0	0	0	0	0	0
1996	SUMM3	179.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	174.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0.562	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0.29	0	0	0	0	3.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0.035	0	0	0	0	0	0	0	0.903	0.036	0	0	0	0	0
1997	SUMM3	256.784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	256.705	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0.016	0.017	0	0	0	0	0
1998	SUMM3	496.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473.6	0	0	0	0	0	0	0	0	0	0	0	1.018	0	0	0.015	0	0	0	0	0	0	0.007	0	0	0	0	0	0	7.188	0	0	0	0	0	0.168	0	0.056	0	0	0	0	0.75	0	0	0	0	0	0	0	0.069	0	0	0	0.072	4.556	0	0	0.14	0	1.492	0	0	0	0	0	0	0	0	0	0.008	0	0	6.469	0	0	0	0	0.418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0	0	0	0	0
1999	SUMM3	353.947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253.881	0	0	2.8	0.001	0	3.932	0	0	0	0.427	0	4.213	0	0	1.289	0	0.023	0	0.001	0	1.843	0	0	0	0	0	0	0	53.563	0	0	0	0	0.276	0	0	1.01	0.192	0	0	0	0.42	0	0	0	0	0.002	0.996	0	0.133	1.266	0	0.395	2.763	0.814	0	0.003	0.343	0.185	3.214	0	0	0	0.156	0	0	0.031	0	0	0	0.213	0	18.544	0	0	0	0.858	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.159	0	0	0	0	0	0	0	0	0
2000	SUMM3	285.845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285.554	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0.274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	SUMM3	355.987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	273.465	0	25.14	2.334	0	0	0.882	0	0	0	0.205	0.669	0.323	0	0	0.767	0	0.008	0	0.066	0	1.049	0	0	0	0	0	0	0	26.39	0	0	0	0	0	0.214	0	0	0.137	0	0	0	0.264	0	0	0	0	0.117	0	0	0.469	0.545	0	0.126	2.418	1.627	0	0	0.048	0	0.203	0	0	0	0	0	0	0.012	0	0	0.741	0	0.004	17.682	0	0	0	0	0	0	0	0	0.056	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0
2002	SUMM3	295.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294.967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	SUMM3	229.431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205.771	0	0	0	0	0	1.793	0	0	0	0	0	0.245	0	0	0.251	0	0	0	0.003	0	0.267	0	0	0	0	0	0	0	4.374	0	0	0	0	0	0.016	0	0.093	0.003	0	0	0	0	0	0	0	0	0	0.257	0	0	0.034	0	0	0	2.114	0	0.167	0	0	2.252	0	0	0	0	0	0	0.074	0	0	4.35	0	0	7.332	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0.034	0
2004	SUMM3	94.053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	SUMM3	285.801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.052	0	0	8.868	0	0	26.448	0	0	0	0.097	1.113	0.96	0	0	1.42	0	0	0	0.037	0	0.125	0	0	0	0	0	0	0	103.445	0	0	0	0	0	0.019	0	0	0.45	0	0	0	0.14	0	0	0	0	0.157	0.092	0	5.483	0.233	0	0.386	0	2.115	0	0.036	0	0	9.768	0	0	0	0	0	0	0.012	0	0	2.853	0	0	0.862	0	0	0	0	0	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	SUMM3	158.085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	SUMM3	285.788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	151.82	0	0	0	0	0	1.118	0	0	0	0.119	2.681	0.389	0	0	0.052	0	0.001	0	0.119	0	0.029	0	0	0.062	0	0	0	0	6.926	0	0	0	0	0	0.013	0	0.179	0.432	0	0	0	3.502	0	0	0	0	0.072	0.747	0	0.397	0.061	0	59.137	1.125	0.978	0	0	0	0	13.376	0	0	0	0	0	0	0	0	0	5.561	0	0	36.658	0	0	0	0.136	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	SUMM3	242.106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.143	0	0	209.125	0	0	0	0	0	0.008	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	8.406	0	0	0	0	0.063	0	0	0	0	0	0	0	0.046	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	SUMM4	571.297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.656	566.111	0	0	0	0	0	0	0	0	0	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0.004	0	0	0	0.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.671	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076	0	0	0	0	0
1991	SUMM4	367.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.417	364.971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0.041	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0	0	0	0	0	0	0	0	0	0	0	0
1992	SUMM4	234.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.727	229.381	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	4.08	0	0	0	0	0.027	0	0	0	0	0	0	0	0.046	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	SUMM4	287.472	0	0	0	0	0	0	0	0	21.575	0	0	0	0	0	0	0	0	1.074	242.802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285	0	0	0	0	0	0	0	0	0	0	0	0	0	0.523	0	0	0	0	0	0	0	13.026	0.568	0	0	0	0	0	0	0	0	0	0	0	0.313	0	0	0.482	0.147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	SUMM4	277.74	0	0	0	0	0	0	0	0	16.345	0	0	0	0	0	0	0	0	1.79	258.925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	SUMM4	268.773	0	0	0	0	0	0	0	0	2.649	0	0	0	0	0	0	0	0	0.806	163.474	0	0	1.4	0.074	0	0.2	0	0	5.271	0	2.565	0	0	0	2.784	0	0	0	0.307	0	0.05	0	0	0.68	0	0	0	0	26.289	0	0	0	0	0	0	0	3.263	0.182	0	0	0	0	0	0	0	0	0.89	0	0	5.217	0	0	0.12	1.685	1.626	0	0.322	0.196	0	38.459	0	0	0	0	0	0	0.155	0	0	0	0.231	0	3.019	0	0	0	0	1.034	0	0	0	0.51	0	0	0	0	0	0	0	0	0	0	0	1.37	0	3.945	0	0	0	0
1996	SUMM4	195.726	0	0	0	0	0	0	0	0	1.115	0	0	0	0	0	0	0	0	3.938	185.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0	0	0	0	1.083	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0.366	0	0	0	0	1.555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209	0	0	0	0	0	0
1997	SUMM4	284.525	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.336	281.476	0	0	0	0	0	0	0	0	0	0	0	0.613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196	0	0	0	0	0	0	0	0.014	0.003	0	0	0	0.01	0	0	0	0	0	0	0	0.008	0	0	1.084	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0.073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.697	0	0	0	0	0	0
1998	SUMM4	457.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	1.253	437.838	0	0	0	0	0	0	0	0	0	0	0	3.568	0	0	0.13	0	0	0	0	0	0	0	0.033	0	0	0	0	0	3.577	0	0	0	0	0	0.226	0	0.014	0.009	0	0	0	0	0	0	0	0	0	0	0	0.061	0	0	0	0.173	1.302	0	0	0.272	0	3.771	0	0	0	0	0	0	0	0	0	0.04	0	0	4.313	0.003	0	0	0	0.395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175	0	0	0	0	0	0
1999	SUMM4	385.879	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0.001	0	0.524	270.228	0	1.397	3.733	0.004	0	4.002	0	0	0	0.164	0	7.691	0	0	3.174	0	0.001	0	0.071	0	0.503	0	0	0	0	0	0.316	0	34.713	0	0	0	0	0.433	0	0	0.675	0.473	0	0	0	0.41	0	0	0	0	0.001	0.233	0	1.413	1.252	0	0.135	0.181	0.163	0	0.268	0.914	0	16.577	0	0	0	0.025	0	0	0.012	0	0	0	1.732	0	20.701	0	0	0	9.726	0	0	0	0	0.093	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	3.925	0
2000	SUMM4	202.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.459	201.363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	SUMM4	916.253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.741	0	4.19	0	0	0	2.11	0	0	0	0.039	0	2.25	0	0	3.557	0	0	0	0.419	0	0.441	0	0	0	0	0.001	0	0	28.58	558.022	0	0	0	0	0.389	0	0.014	0.422	0	0	0	0.464	0	0	0	0	0.024	0	0	1.08	1.224	0	0.125	6.232	2.602	0	0.167	0.98	0	15.654	0	0	0	0	0	0	0.025	0	0	1.35	0	0	44.85	0	0	0	0	0	0	0	0	0.462	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0	0	5.786	0
2002	SUMM4	218.142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0.003	0	0	0	0.064	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0
2003	SUMM4	186.327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.271	0	0	153.743	0	0	0	0	0	1.148	0	0	0	0	0	2.705	0	0	0.214	0	0	0	0.019	0	0.087	0	0	0	0	0	0	0	7.836	0	0	0	0	0	0.035	0	0.107	0.005	0	0	0	0.004	0	0	0	0	0	0.098	0	0	0.121	0	0	0.02	2.767	0	0.259	0	0	0.681	0	0	0	0	0	0	0.081	0	0	2.1	0	0	12.506	0	0	0	0	0	0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	SUMM4	56.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.549	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	SUMM4	417.748	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.871	0	1.397	1.867	0	0	57.771	0	0	0	0.079	20.929	0.637	0	0	8.787	0	0	0	0.075	0	0.137	0	0	0	0	0	0	0	176.039	0	0	0	0	0	0.143	0	0.055	0.255	0	0	0	0.47	0	0	0	0	0.811	0.086	0	7.077	1.255	0	3.256	0.435	2.928	0	1.473	0	0	14.374	0	0	0	0	0	0	0.318	0	0	17.454	0	0	17.25	0	0	0	0	0	5.285	0	0	0	0	0	0	0	0	0	0	0	1.204	0	0	0	0	0	0	0	0	0
2006	SUMM4	155.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	SUMM4	239.873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.291	0	0	0.933	0	0	0.854	0	0	0	0.02	2.385	0.972	0	0	0.597	0	0	0	0.229	0	0	0	0	3.714	0	0	0	0.004	21.342	0	0	0	0	0	0.031	0	0.018	1.9	0	0	0	2.915	0	0	0	0	0.042	2.403	0	0.052	0.49	0	14.695	0.762	7.644	0	0	0.165	0	4.313	0	0	0	0	0	0	0	0	0	4.58	0	0	19.408	0	0	0	0.57	0	1.911	0	0	0	0	0	0	0.633	0	0	0	0	0	0	0	0	0	0	0	0	0	0
